street_name,year,run_count,total_sqft,appr_growth,sqft_growth
GOLDENEYE DRIVE,2022,15.0,655820.0,,
GOLDENEYE DRIVE,2023,15.0,655820.0,,
GOLDENEYE DRIVE,2024,90.0,655820.0,-0.003803330377377079,0.0
GOLDSMITH DRIVE,2018,1.0,0.0,,
GOODHEART COURT,2024,1.0,0.0,,
GOODRICH SQ,2019,1.0,0.0,,
GOODRICH SQUARE,2022,1.0,0.0,,
GOODRICH SQUARE,2024,1.0,0.0,,
GOSHEN COURT,2022,1.0,0.0,,
GOSHEN LANE,2018,1.0,0.0,,
GOSHEN LANE,2019,1.0,0.0,,
GOSHEN LANE,2021,1.0,0.0,,
GOSHEN LANE,2023,1.0,0.0,,
GOSPORT PL,2019,1.0,0.0,,
GOSPORT PLACE,2024,1.0,0.0,,
GRAHAM ROAD,2022,1.0,0.0,,
GRAHAM ROAD,2024,2.0,0.0,,
GRAHAM ROAD SW,2020,1.0,0.0,,
GRAND RIDGE COURT,2020,1.0,0.0,,
GRAND RIDGE COURT,2022,3.0,0.0,,
GRAND RIDGE COURT,2023,1.0,0.0,,
GRANDLIN PARK COURT,2020,1.0,0.0,,
GRANDLIN PARK COURT,2023,1.0,0.0,,
GRANDLIN PARK COURT,2024,1.0,0.0,,
GRANDLIN PARK DRIVE,2019,1.0,0.0,,
GRANDLIN PARK DRIVE,2020,1.0,0.0,,
GRANDLIN PARK DRIVE,2022,1.0,0.0,,
GRANDLIN PARK DRIVE,2023,1.0,0.0,,
GRANT PARK AVENUE,2018,1.0,0.0,,
GRANT PARK AVENUE,2019,1.0,0.0,,
GRANT PARK AVENUE,2020,1.0,0.0,,
GRANT PARK AVENUE,2021,2.0,0.0,,
GRANT PARK AVENUE,2022,9.0,0.0,,
GRANT PARK AVENUE,2023,6.0,0.0,,
GRANT PARK AVENUE,2024,11.0,0.0,,
GRANVILLE STREET,2018,3.0,0.0,,
GRANVILLE STREET,2019,3.0,0.0,,
GRANVILLE STREET,2020,2.0,0.0,,
GRANVILLE STREET,2021,4.0,0.0,,
GRANVILLE STREET,2022,1.0,0.0,,
GRANVILLE STREET,2023,9.0,0.0,,
GRANVILLE STREET,2024,3.0,0.0,,
GRANVILLE STREET STREET,2024,1.0,0.0,,
GRAYFEATHER DRIVE,2018,2.0,0.0,,
GRAYFEATHER DRIVE,2019,2.0,0.0,,
GRAYFEATHER DRIVE,2020,1.0,0.0,,
GRAYFEATHER DRIVE,2021,1.0,0.0,,
GRAYFEATHER DRIVE,2022,1.0,0.0,,
GRAYFEATHER DRIVE,2023,1.0,0.0,,
GREEN HOLLOW DRIVE,2022,1.0,0.0,,
GREEN MEADOWS DRIVE,2019,1.0,0.0,,
GREEN MEADOWS DRIVE,2022,2.0,0.0,,
GREEN MILL,2018,1.0,0.0,,
GREEN MILL,2023,1.0,0.0,,
GREENLEAF DRIVE,2024,1.0,0.0,,
GREY FIELD,2021,1.0,0.0,,
GREY FIELD,2024,2.0,0.0,,
GREY FOX DRIVE,2019,19.0,455590.0,,
GREY FOX DRIVE,2021,19.0,455590.0,,
GREY FOX DRIVE,2022,190.0,455590.0,,
GREY FOX DRIVE,2023,304.0,455590.0,,
GREY FOX DRIVE,2024,190.0,455590.0,-0.0003524717078513072,0.0
GREYLAG COURT,2022,16.0,290820.0,,
GREYLAG COURT,2024,16.0,290820.0,-0.005205666495989081,-0.02131674587643276
GREYLAG LOOP,2019,2.0,0.0,,
GREYLAG LOOP,2022,5.0,0.0,,
GREYLAG LOOP,2023,1.0,0.0,,
GREYLAG LOOP,2024,8.0,0.0,,
GREYLAG STREET,2019,72.0,1434180.0,,
GREYLAG STREET,2020,144.0,1434180.0,,
GREYLAG STREET,2021,108.0,1434180.0,,
GREYLAG STREET,2022,432.0,1434180.0,,
GREYLAG STREET,2023,684.0,1434180.0,,
GREYLAG STREET,2024,648.0,1434180.0,-0.006368093943143096,0.0
GREYTHORNE PL,2018,1.0,0.0,,
GRISWOLD DRIVE,2022,1.0,0.0,,
GRISWOLD DRIVE,2024,1.0,0.0,,
GROVE CIR,2019,1.0,0.0,,
GROVE DRIVE,2019,1.0,0.0,,
GROVELAND COURT,2024,4.0,259000.0,0.0,0.0
GWYNDALE DRIVE,2020,1.0,0.0,,
GWYNDALE DRIVE,2024,1.0,0.0,,
HALEIGH WOODS COURT,2019,1.0,0.0,,
HALEIGH WOODS DRIVE,2019,1.0,0.0,,
HALEIGH WOODS DRIVE,2022,1.0,0.0,,
HALEIGH WOODS DRIVE,2023,1.0,0.0,,
HALEIGH WOODS DRIVE,2024,1.0,0.0,,
HALL LANE,2022,1.0,0.0,,
HALLOWELL DRIVE,2024,1.0,0.0,,
HAMILTON,2018,1.0,0.0,,
HAMILTON,2020,2.0,0.0,,
HAMILTON,2021,1.0,0.0,,
HAMILTON,2022,5.0,0.0,,
HAMILTON,2023,2.0,0.0,,
HAMILTON,2024,2.0,0.0,,
HAMILTON COURT,2023,18.0,475740.0,,
HAMILTON ROAD,2018,81.0,105590.0,,
HAMILTON ROAD,2019,243.0,105590.0,,
HAMILTON ROAD,2020,180.0,105590.0,,
HAMILTON ROAD,2021,126.0,105590.0,,
HAMILTON ROAD,2022,360.0,105590.0,,
HAMILTON ROAD,2023,234.0,105590.0,,
HAMILTON ROAD,2024,225.0,105590.0,0.0,0.0
HAMILTON ROAD & 270,2019,1.0,0.0,,
HAMILTON ROAD GAHANNA / SILVER LANE GAHANNA ROAD,2023,1.0,0.0,,
HAMPTON LANE,2019,1.0,0.0,,
HAMPTON LANE,2020,1.0,0.0,,
HAMPTON LANE,2024,1.0,0.0,,
HANNAH FARMS COURT,2018,23.0,1093970.0,,
HANNAH FARMS COURT,2022,23.0,1093970.0,,
HANNAH FARMS COURT,2023,23.0,1093970.0,,
HANNAH FARMS COURT,2024,23.0,1093970.0,0.0,0.0
HANNIFIN DRIVE,2018,1.0,0.0,,
HANNIFIN DRIVE,2021,1.0,0.0,,
HANNIFIN DRIVE,2022,1.0,0.0,,
HANTON WAY,2022,1.0,0.0,,
HARKERS COURT,2024,3.0,0.0,,
HARLEM ROAD,2019,2.0,0.0,,
HARLEM ROAD,2020,2.0,0.0,,
HARLEM ROAD,2021,1.0,0.0,,
HARLEM ROAD,2024,1.0,0.0,,
HARLEY RUN DRIVE,2018,5.0,183020.0,,
HARLEY RUN DRIVE,2019,10.0,183020.0,,
HARLEY RUN DRIVE,2020,5.0,183020.0,,
HARLEY RUN DRIVE,2022,5.0,183020.0,,
HARLEY RUN DRIVE,2023,40.0,183020.0,,
HARMONY DRIVE,2024,1.0,0.0,,
HARRIER PL,2019,1.0,0.0,,
HARRISON POND DRIVE,2018,1.0,0.0,,
HARRISON POND DRIVE,2019,1.0,0.0,,
HARRISON POND DRIVE,2020,5.0,0.0,,
HARRISON POND DRIVE,2021,1.0,0.0,,
HARRISON POND DRIVE,2022,4.0,0.0,,
HARRISON POND DRIVE,2023,3.0,0.0,,
HARRISON POND DRIVE,2024,2.0,0.0,,
HARRISON ROAD,2023,2.0,0.0,,
HARRISON ROAD SW,2018,1.0,0.0,,
HARROW BOULEVARD,2022,2.0,0.0,,
HARROW BOULEVARD,2024,1.0,0.0,,
HARROW COURT,2022,1.0,0.0,,
HARROW COURT,2023,1.0,0.0,,
HARVEST RIDGE COURT,2020,2.0,0.0,,
HARVEST RIDGE COURT,2021,1.0,0.0,,
HAVANT DRIVE,2019,1.0,0.0,,
HAVENS CORNERS ROAD,2018,2669.0,3141551.0,,
HAVENS CORNERS ROAD,2019,3140.0,3141551.0,0.0,
HAVENS CORNERS ROAD,2020,3140.0,3141551.0,0.2003891050583657,
HAVENS CORNERS ROAD,2021,2826.0,3141551.0,2.1451746399602714,0.0
HAVENS CORNERS ROAD,2022,16014.0,3141551.0,,
HAVENS CORNERS ROAD,2023,10676.0,3141551.0,,
HAVENS CORNERS ROAD,2024,15543.0,3141551.0,-0.0009640068923343753,0.0044444444444444444
HAVENS CORNERS ROAD 6767 HAVENS CORNERS ROAD,2023,1.0,0.0,,
HAVENS CORNERS ROAD BELANGEE ROAD,2024,1.0,0.0,,
HAVENS CORNERS ROAD JEFFERSON TWP / TAYLOR STATION ROAD JEFFERSON TWP ROAD,2022,1.0,0.0,,
HAVENS CORNERS ROAD JEFFERSON TWP / WAGGONER ROAD JEFFERSON TWP ROAD,2023,3.0,0.0,,
HAVENS CORNERS ROAD ROAD,2023,2.0,0.0,,
HAVENS CORNERS ROAD SW,2019,1.0,0.0,,
HAVENS COURT,2019,21.0,1489065.0,,
HAVENS COURT,2021,21.0,1489065.0,,
HAVENS COURT,2022,168.0,1489065.0,,
HAVENS COURT,2023,63.0,1489065.0,,
HAVENS COURT,2024,63.0,1489065.0,-0.0037238558308250393,0.0
HAVENS ROAD,2018,465.0,4917150.0,,
HAVENS ROAD,2019,930.0,4917150.0,,
HAVENS ROAD,2020,775.0,4917150.0,,
HAVENS ROAD,2021,310.0,4917150.0,0.0,
HAVENS ROAD,2022,3720.0,4917150.0,,
HAVENS ROAD,2023,3100.0,4917150.0,,
HAVENS ROAD,2024,3255.0,4917150.0,0.02059216155809567,0.0
HAVENS ROAD JEFFERSON TWP / TALLY HO DRIVE JEFFERSON TWP ROAD,2022,1.0,0.0,,
HAVENSWOOD PL,2019,16.0,982230.0,,
HAVENSWOOD PL,2020,48.0,982230.0,,
HAVENSWOOD PL,2021,64.0,982230.0,,
HAVENSWOOD PLACE,2022,11.0,0.0,,
HAVENSWOOD PLACE,2023,16.0,0.0,,
HAVENSWOOD PLACE,2024,14.0,0.0,,
HAVERSHAM DRIVE,2022,1.0,0.0,,
HAVERSHAM DRIVE,2024,2.0,0.0,,
HAWKINS LANE,2019,1.0,0.0,,
HAWKINS LANE,2020,2.0,0.0,,
HAWKINS LANE,2023,1.0,0.0,,
HAWKINS LANE,2024,1.0,0.0,,
HAWKS CREST LANE,2018,84.0,833970.0,,
HAWKS CREST LANE,2019,140.0,833970.0,,
HAWKS CREST LANE,2020,224.0,833970.0,,
HAWKS CREST LANE,2021,56.0,833970.0,,
HAWKS CREST LANE,2022,868.0,833970.0,,
HAWKS CREST LANE,2023,840.0,833970.0,,
HAWKS CREST LANE,2024,308.0,833970.0,0.0,0.0
HAWKSMOOR DRIVE,2024,1.0,0.0,,
HAZELTON STREET,2019,36.0,754600.0,,
HAZELTON-ETNA ROAD,2020,1.0,0.0,,
HAZELTON-ETNA ROAD,2021,1.0,0.0,,
HAZELTON-ETNA ROAD SW,2018,1.0,0.0,,
HAZELTON-ETNA ROAD SW,2019,1.0,0.0,,
HEADLEY,2022,1.0,0.0,,
HEADLEY HEIGHTS COURT,2020,11.0,356120.0,,
HEADLEY HEIGHTS COURT,2022,11.0,356120.0,,
HEADLEY HEIGHTS COURT,2023,22.0,356120.0,,
HEADLEY HEIGHTS COURT,2024,77.0,356120.0,inf,0.0
HEADLEY ROAD,2022,95.0,808360.0,,
HEADLEY ROAD,2023,38.0,808360.0,,
HEADLEY ROAD,2024,38.0,808360.0,-0.021665007179733048,0.0
HEADLEY ROAD JEFFERSON TWP / CLARK STATE ROAD JEFFERSON TWP ROAD,2023,1.0,0.0,,
HEADLEY ROAD ROAD,2024,1.0,0.0,,
HEADLEYS MILL ROAD,2023,1.0,0.0,,
HEADLEYS MILL ROAD,2024,1.0,0.0,,
HEADLEYS MILL ROAD SW,2019,1.0,0.0,,
HEADWATER DRIVE,2018,58.0,2223330.0,,
HEADWATER DRIVE,2019,58.0,2223330.0,,
HEADWATER DRIVE,2020,58.0,2223330.0,,
HEADWATER DRIVE,2022,406.0,2223330.0,,
HEADWATER DRIVE,2023,522.0,2223330.0,,
HEADWATER DRIVE,2024,348.0,2223330.0,0.0034215328338855575,5.4218173931903875e-05
HEALTHY PL,2019,1.0,0.0,,
HEARTHSTONE PARK DRIVE,2019,1.0,0.0,,
HEATHERBRIDGE LANE,2018,2.0,0.0,,
HEATHERBRIDGE LANE,2019,2.0,0.0,,
HEATHERBRIDGE LANE,2021,1.0,0.0,,
HEATHERBRIDGE LANE,2022,2.0,0.0,,
HEATHERBRIDGE LANE,2024,1.0,0.0,,
HELEN ROAD,2024,1.0,0.0,,
HELMBRIGHT COURT,2023,1.0,0.0,,
HELMBRIGHT DRIVE,2019,1.0,0.0,,
HELMBRIGHT DRIVE,2021,1.0,0.0,,
HELMBRIGHT DRIVE,2022,3.0,0.0,,
HELMBRIGHT DRIVE,2023,1.0,0.0,,
HEMLOCK RAVINE DRIVE,2020,1.0,0.0,,
HEMSTON COURT,2023,1.0,0.0,,
HEMSTON DRIVE,2019,1.0,0.0,,
HEMSTON DRIVE,2021,1.0,0.0,,
HEMSTON DRIVE,2022,1.0,0.0,,
HENSEL WOODS ROAD,2020,12.0,284175.0,,
HENSEL WOODS ROAD,2021,24.0,284175.0,,
HENSEL WOODS ROAD,2022,144.0,284175.0,,
HENSEL WOODS ROAD,2023,24.0,284175.0,,
HENSEL WOODS ROAD,2024,24.0,284175.0,0.0,0.0
HEPATICA STREET,2019,25.0,598270.0,,
HEPATICA STREET,2021,25.0,598270.0,,
HEPATICA STREET,2022,50.0,598270.0,,
HEPATICA STREET,2023,75.0,598270.0,,
HEPATICA STREET,2024,25.0,598270.0,-0.001495408289898239,0.0
HERITAGE DRIVE,2024,1.0,0.0,,
HERITAGE STREET,2021,36.0,2077590.0,,
HERITAGE STREET,2022,72.0,2077590.0,,
HERITAGE STREET,2023,72.0,2077590.0,,
HERITAGE STREET,2024,72.0,2077590.0,0.0,0.0
HERMITAGE ROAD,2021,1.0,0.0,,
HICKORY OVERLOOK,2022,1.0,0.0,,
HICKSON DRIVE,2019,3.0,0.0,,
HICKSON DRIVE,2020,1.0,0.0,,
HICKSON DRIVE,2024,2.0,0.0,,
HIDDEN BRIDGE LANE,2018,1.0,0.0,,
HIDDEN BRIDGE LANE,2019,5.0,0.0,,
HIDDEN BRIDGE LANE,2020,1.0,0.0,,
HIDDEN BRIDGE LANE,2021,1.0,0.0,,
HIDDEN BRIDGE LANE,2023,1.0,0.0,,
HIDDEN BRIDGE LANE,2024,1.0,0.0,,
HIGH STREET,2019,16.0,58170.0,,
HIGH STREET,2020,16.0,58170.0,,
HIGH STREET,2021,8.0,58170.0,,
HIGH STREET,2022,40.0,58170.0,,
HIGH STREET,2023,32.0,58170.0,,
HIGHGROVE,2019,1.0,0.0,,
HIGHGROVE,2022,2.0,0.0,,
HIGHLAND WOODS BOULEVARD,2020,2.0,0.0,,
HIGHLAND WOODS BOULEVARD,2021,1.0,0.0,,
HIGHLAND WOODS BOULEVARD,2022,4.0,0.0,,
HIGHLAND WOODS BOULEVARD,2023,2.0,0.0,,
HIGHLAND WOODS BOULEVARD,2024,4.0,0.0,,
HILL ROAD,2024,1.0,0.0,,
HILLRIDGE ROAD,2021,1.0,0.0,,
HILLRIDGE ROAD,2022,1.0,0.0,,
HILTON DRIVE,2019,2.0,0.0,,
HILTON DRIVE,2024,1.0,0.0,,
HINES ROAD,2019,1.0,0.0,,
HINES ROAD,2021,1.0,0.0,,
HINES ROAD,2024,1.0,0.0,,
HITHER CREEK LANE,2019,1.0,0.0,,
HITHER CREEK LANE,2020,1.0,0.0,,
HITHER CREEK LANE,2023,1.0,0.0,,
HOBOKEN DRIVE,2019,6.0,101550.0,,
HOFFMAN TRACE DRIVE,2024,1.0,0.0,,
HOLBEIN GROVE PASS,2021,1.0,0.0,,
HOLBEIN GROVE PASS,2022,4.0,0.0,,
HOLBEIN GROVE PASS,2023,1.0,0.0,,
HOLBEIN GROVE PASS,2024,5.0,0.0,,
HOLLY FARMS DRIVE,2019,1.0,0.0,,
HOLLY FARMS DRIVE,2024,1.0,0.0,,
HOLLYBRIER DRIVE,2021,1.0,0.0,,
HOLLYBRIER DRIVE,2023,1.0,0.0,,
HOLLYBRIER DRIVE,2024,1.0,0.0,,
HOLMESDALE PLACE,2022,1.0,0.0,,
HOLMESDALE PLACE,2023,1.0,0.0,,
HOLMESDALE PLACE,2024,1.0,0.0,,
HORIZON COURT,2024,1.0,0.0,,
HOWLAND DRIVE,2019,2.0,0.0,,
HOWLAND DRIVE,2020,2.0,0.0,,
HOWLAND DRIVE,2021,2.0,0.0,,
HOWLAND DRIVE,2022,2.0,0.0,,
HOWLAND DRIVE,2023,1.0,0.0,,
HOWLAND DRIVE,2024,2.0,0.0,,
HUMBOLDT,2024,1.0,0.0,,
HUMBOLDT ROAD,2023,288.0,391920.0,,
HUMBOLDT ROAD,2024,144.0,391920.0,inf,
HUMMOCK POND,2019,1.0,0.0,,
HUMMOCK POND,2022,1.0,0.0,,
HUNNICUT DRIVE,2022,1.0,0.0,,
HUNT VALLEY DRIVE,2019,1.0,0.0,,
HUNTERS GLEN DRIVE,2019,1.0,0.0,,
HUNTERS GLEN DRIVE,2021,1.0,0.0,,
HUNTERS GLEN DRIVE,2022,1.0,0.0,,
HUNTERS GLEN DRIVE,2023,2.0,0.0,,
HUNTERS GLEN DRIVE,2024,1.0,0.0,,
HUNTERS RUN,2019,1.0,0.0,,
HUNTERS RUN,2023,2.0,0.0,,
HUNTERS RUN,2024,1.0,0.0,,
HURLEY COURT,2022,1.0,0.0,,
HURLEY COURT,2024,1.0,0.0,,
HUTTON STREET,2020,13.0,719100.0,,
HUTTON STREET,2022,26.0,719100.0,,
HUTTON STREET,2024,39.0,719100.0,0.0,0.0
I 270 @ 62,2022,1.0,0.0,,
I 270 B/B @ HAMILTON ROAD,2021,1.0,0.0,,
I 270 NB,2018,1.0,0.0,,
I 270 NB,2019,1.0,0.0,,
I 270 NB,2023,2.0,0.0,,
I 270 NB 43004000,2019,1.0,0.0,,
I 270 SB,2018,1.0,0.0,,
I 270 SB,2020,2.0,0.0,,
I 270 SB,2022,3.0,0.0,,
I 670 EASTBOUND FREEWAY,2023,1.0,0.0,,
I 670 EB - MM 9 6,2023,1.0,0.0,,
I 670 EB RAMP TO I 270 NB RAMP,2023,1.0,0.0,,
I 670 WB,2019,1.0,0.0,,
I-270,2020,1.0,0.0,,
I270 NB,2024,1.0,0.0,,
I270SB,2020,1.0,0.0,,
IAN DRIVE,2020,1.0,0.0,,
IMPERIAL DRIVE,2018,1.0,0.0,,
IMPERIAL DRIVE,2019,4.0,0.0,,
IMPERIAL DRIVE,2020,5.0,0.0,,
IMPERIAL DRIVE,2022,3.0,0.0,,
IMPERIAL DRIVE,2023,3.0,0.0,,
INNOVATION CAMPUS WAY,2019,1.0,0.0,,
INSCO LOOP,2018,2.0,0.0,,
INSCO LOOP,2019,4.0,0.0,,
INSCO LOOP,2023,1.0,0.0,,
INSCO LOOP,2024,2.0,0.0,,
INSTONE DRIVE,2018,1.0,0.0,,
IRONWOOD DRIVE,2020,24.0,603610.0,,
IRONWOOD DRIVE,2021,12.0,603610.0,,
IRONWOOD DRIVE,2022,36.0,603610.0,,
IRONWOOD DRIVE,2023,24.0,603610.0,,
IRONWOOD DRIVE,2024,12.0,603610.0,0.0,0.0
IRVINGTON PL,2021,1.0,0.0,,
JACKSON AVENUE,2019,1.0,0.0,,
JACKSON HOLE DRIVE,2019,37.0,2323360.0,,
JACKSON HOLE DRIVE,2020,37.0,2323360.0,,
JACKSON HOLE DRIVE,2021,74.0,2323360.0,,
JACKSON HOLE DRIVE,2022,111.0,2323360.0,,
JACKSON HOLE DRIVE,2023,296.0,2323360.0,,
JACKSON HOLE DRIVE,2024,444.0,2323360.0,-0.008087905421419572,0.004923466900653212
JACKSON HOLE DRIVE JEFFERSON TWP / TAYLOR ROAD JEFFERSON TWP DRIVE,2022,1.0,0.0,,
JAHN DRIVE,2019,1.0,0.0,,
JAMES RIVER ROAD,2023,1.0,0.0,,
JAMES ROAD,2018,1.0,0.0,,
JAMES ROAD,2019,1.0,0.0,,
JAMES ROAD,2022,1.0,0.0,,
JAYHAWK STREET,2018,18.0,946700.0,,
JAYHAWK STREET,2020,36.0,946700.0,,
JAYHAWK STREET,2021,36.0,946700.0,,
JAYHAWK STREET,2022,54.0,946700.0,,
JAYHAWK STREET,2024,72.0,946700.0,0.0,0.0
JEFFERSON CHASE WAY,2018,2.0,0.0,,
JEFFERSON CHASE WAY,2019,5.0,0.0,,
JEFFERSON CHASE WAY,2020,2.0,0.0,,
JEFFERSON CHASE WAY,2022,4.0,0.0,,
JEFFERSON CHASE WAY,2023,1.0,0.0,,
JEFFERSON CHASE WAY,2024,1.0,0.0,,
JEFFERSON DRIVE JEFFERSON TWP / REYNOLDSBURG-NEW ALBANY ROAD JEFFERSON TWP MEADOWS,2022,1.0,0.0,,
JEFFERSON ESTATES DRIVE,2020,1.0,0.0,,
JEFFERSON ESTATES DRIVE,2021,1.0,0.0,,
JEFFERSON ESTATES DRIVE,2022,2.0,0.0,,
JEFFERSON ESTATES DRIVE,2023,1.0,0.0,,
JEFFERSON MEADOWS DRIVE,2019,3.0,0.0,,
JEFFERSON MEADOWS DRIVE,2020,3.0,0.0,,
JEFFERSON MEADOWS DRIVE,2021,3.0,0.0,,
JEFFERSON MEADOWS DRIVE,2022,18.0,0.0,,
JEFFERSON MEADOWS DRIVE,2023,6.0,0.0,,
JEFFERSON MEADOWS DRIVE,2024,5.0,0.0,,
JEFFERSON RUN,2019,48.0,1139090.0,,
JEFFERSON RUN,2021,48.0,1139090.0,,
JEFFERSON RUN,2022,144.0,1139090.0,,
JEFFERSON RUN,2023,240.0,1139090.0,,
JEFFERSON RUN,2024,672.0,1139090.0,0.004725529511291724,0.0
JEFFERSON RUN DRIVE,2022,1.0,0.0,,
JEFFERSON TWP / BELANGEE DRIVE,2022,1.0,0.0,,
JEFFERSON TWP / ESTATE VIEW DRIVE,2022,1.0,0.0,,
JEFFERSON TWP / GOLDENEYE DRIVE,2022,1.0,0.0,,
JEFFERSON TWP / GRAND RIDGE COURT,2022,1.0,0.0,,
JEFFERSON TWP / HEADLEY ROAD,2022,1.0,0.0,,
JEFFERSON TWP / JEFFERSON MEADOWS DRIVE,2022,1.0,0.0,,
JEFFERSON TWP / REYNOLDSBURG-NEW ALBANY ROAD,2022,1.0,0.0,,
JEFFERSON TWP / WAGGONER ROAD,2022,2.0,0.0,,
JEFFERSON WAY,2024,1.0,0.0,,
JENNETTE DRIVE,2018,1.0,0.0,,
JENSEN PARK DRIVE,2024,1.0,0.0,,
JENTLER WAY,2021,2.0,0.0,,
JENTLER WAY,2022,3.0,0.0,,
JENTLER WAY,2023,4.0,0.0,,
JENTLER WAY,2024,1.0,0.0,,
JERSEY DRIVE,2021,1.0,0.0,,
JESSICA WAY,2019,1.0,0.0,,
JESSICA WAY,2020,1.0,0.0,,
JOHNSTOWN ROAD,2018,384.0,814008.0,,
JOHNSTOWN ROAD,2019,576.0,814008.0,0.0,0.0
JOHNSTOWN ROAD,2020,432.0,814008.0,,
JOHNSTOWN ROAD,2021,96.0,814008.0,,
JOHNSTOWN ROAD,2022,2256.0,814008.0,0.0,
JOHNSTOWN ROAD,2023,1056.0,814008.0,,
JOHNSTOWN ROAD,2024,864.0,814008.0,-0.00841680870195602,0.0
JONELL LANE,2024,1.0,0.0,,
JONELL SQ,2019,1.0,0.0,,
JONSOL COURT,2018,1.0,0.0,,
JONSOL COURT,2020,2.0,0.0,,
JONSOL COURT,2021,1.0,0.0,,
JONSOL COURT,2022,1.0,0.0,,
JONSOL COURT,2023,2.0,0.0,,
JORDANA DRIVE,2022,1.0,0.0,,
JOSAPHAT WAY,2022,1.0,0.0,,
JUG STREET ROAD,2023,1.0,0.0,,
JUNCTION CROSSING DRIVE,2019,1.0,0.0,,
JUNIPER LANE,2019,1.0,0.0,,
JUNIPER LANE,2024,1.0,0.0,,
KAMES WAY DRIVE,2024,1.0,0.0,,
KAMILAH LANE,2022,2.0,0.0,,
KAMILAH LANE,2023,1.0,0.0,,
KAMILAH LANE,2024,1.0,0.0,,
KARMAR COURT,2022,1.0,0.0,,
KARSTEN PL,2019,18.0,1036800.0,,
KARSTEN PL,2021,18.0,1036800.0,,
KARSTEN PLACE,2022,5.0,0.0,,
KARSTEN PLACE,2023,5.0,0.0,,
KARSTEN PLACE,2024,6.0,0.0,,
KASON' WAY,2023,1.0,0.0,,
KASONS WAY,2022,1.0,0.0,,
KEANNEN STREET,2020,22.0,1195700.0,,
KEANNEN STREET,2022,44.0,1195700.0,,
KEANNEN STREET,2023,22.0,1195700.0,,
KEANNEN STREET,2024,110.0,1195700.0,0.0,0.0
KELTONHURST COURT,2022,14.0,459960.0,,
KELTONHURST COURT,2023,7.0,459960.0,,
KELTONHURST DRIVE,2022,8.0,355350.0,,
KELTONHURST DRIVE,2024,8.0,355350.0,-0.01738915130275788,0.0
KEMPERWOOD COURT,2018,36.0,1177320.0,,
KEMPERWOOD COURT,2019,54.0,1177320.0,,
KEMPERWOOD COURT,2022,18.0,1177320.0,,
KEMPERWOOD COURT,2024,18.0,1177320.0,-0.006262284471358102,-0.002901915264074289
KEMPERWOOD DRIVE,2022,544.0,994890.0,,
KEMPERWOOD DRIVE,2023,34.0,994890.0,,
KEMPERWOOD DRIVE,2024,85.0,994890.0,0.0056529440803802155,0.0
KENNEDY ROAD,2018,27.0,664665.0,,
KENNEDY ROAD,2019,189.0,664665.0,,
KENNEDY ROAD,2022,135.0,664665.0,,
KENNEDY ROAD,2023,135.0,664665.0,,
KENNEDY ROAD,2024,243.0,664665.0,-0.012760292374462523,0.0
KESEGS WAY,2020,1.0,0.0,,
KESEGS WAY,2022,1.0,0.0,,
KESEGS WAY,2023,4.0,0.0,,
KESEGS WAY,2024,2.0,0.0,,
KESTREL DRIVE,2021,1.0,0.0,,
KESTREL DRIVE,2022,1.0,0.0,,
KESWICK COMMONS,2023,1.0,0.0,,
KEYSTONE RANCH COURT,2019,3.0,201100.0,,
KEYSTONE RANCH COURT,2022,3.0,201100.0,,
KILOWATT CIR,2021,1.0,0.0,,
KILOWATT CIRCLE,2022,2.0,0.0,,
KILOWATT CIRCLE,2023,6.0,0.0,,
KILOWATT CIRCLE,2024,1.0,0.0,,
KINDER PLACE,2023,1.0,0.0,,
KINDLER DRIVE,2024,1.0,0.0,,
KING GEORGE AVENUE,2019,1.0,0.0,,
KING GEORGE AVENUE,2022,1.0,0.0,,
KING GEORGE AVENUE,2023,1.0,0.0,,
KING GEORGE DRIVE,2022,1.0,0.0,,
KINGSHURST DRIVE,2021,44.0,916550.0,,
KINGSHURST DRIVE,2024,44.0,916550.0,0.0015339677985676662,0.0
KINGSLEY DRIVE,2021,1.0,0.0,,
KINGSLEY DRIVE,2024,2.0,0.0,,
KINGSMEADOW LANE,2019,54.0,2387420.0,,
KINGSMEADOW LANE,2020,324.0,2387420.0,,
KINGSMEADOW LANE,2021,54.0,2387420.0,,
KINGSMEADOW LANE,2022,594.0,2387420.0,,
KINGSMEADOW LANE,2023,378.0,2387420.0,,
KINGSMEADOW LANE,2024,216.0,2387420.0,-0.03931185506049375,-0.006494891430196422
KIPATRICK DRIVE,2023,168.0,612480.0,,
KIPATRICK DRIVE,2024,144.0,612480.0,inf,
KIRKDALE DRIVE,2019,3.0,0.0,,
KIRKDALE DRIVE,2020,1.0,0.0,,
KIRKDALE DRIVE,2021,1.0,0.0,,
KIRKDALE DRIVE,2022,1.0,0.0,,
KIRKDALE DRIVE,2023,1.0,0.0,,
KITZMILLER ROAD,2018,54.0,1078600.0,,
KITZMILLER ROAD,2019,108.0,1078600.0,,
KITZMILLER ROAD,2020,81.0,1078600.0,,
KITZMILLER ROAD,2021,54.0,1078600.0,,
KITZMILLER ROAD,2022,135.0,1078600.0,,
KITZMILLER ROAD,2023,135.0,1078600.0,,
KITZMILLER ROAD,2024,189.0,1078600.0,0.0007389243902841742,0.0
KNIGHTS AVENUE,2021,2.0,0.0,,
KNOLL COURT,2023,3.0,61530.0,,
KNOLL DRIVE,2018,38.0,663485.0,,
