agency_fdid,basic_incident_number_fd1,basic_incident_date_original_fd13,basic_incident_year_fd13,basic_incident_type_code_fd121,basic_incident_type_fd121,basic_aid_given_or_received_code_fd122,basic_aid_given_or_received_fd122,basic_property_use_category_fd146,basic_property_use_code_fd146,basic_property_use_fd146,basic_incident_full_street_address,basic_incident_city_name_fd116,basic_incident_state_fd118,basic_incident_postal_code_fd119,incident_number_original,incident_year,incident_number_cleaned
25115,0001877,2021-11-30,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",MOUND RIDGE WAY and SHADWICK WAY,New Albany,OH,43054,0001877,2021,2021001877
25115,0001877,2020-12-11,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7749 SOLOMEN RUN DR and POWERS RIDGE DR,COLUMBUS,OH,43004,0001877,2020,2020001877
25115,0001877,2019-10-08,2019.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,1 - Assembly,142,Clubhouse,7271 JEFFERSON MEADOWS DR,JEFFERSON TWP,OH,43004,0001877,2019,2019001877
25115,0001877,2018-09-29,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7447 WELBLEY ST and BRADEN WAY,JEFFERSON TWP,OH,43004,0001877,2018,2018001877
25115,0001876,2021-11-30,2021.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,3154 MANN RD and HAVENS CORNERS RD,JEFFERSON TWP,OH,43004,0001876,2021,2021001876
25115,0001876,2019-10-08,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,7367 KIRKDALE DR and MACFALLS WAY,COLUMBUS,OH,43004,0001876,2019,2019001876
25115,0001876,2018-09-29,2018.0,381.0,Rescue or EMS standby,,,4 - Residential,419,1 or 2 family dwelling,7995 NARROW LEAF DR,JEFFERSON TWP,OH,43004,0001876,2018,2018001876
25115,0001876,2020-12-11,2020.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8585 PADDOCK TRL,JEFFERSON TWP,OH,43004,0001876,2020,2020001876
25115,0001875,2021-11-30,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7860 NARROW LEAF DR and CLIMBING FIG DR,JEFFERSON TWP,OH,43004,0001875,2021,2021001875
25115,0001875,2020-12-11,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1145 WILLOW OAK DR and HEADWATER DR,JEFFERSON TWP,OH,43004,0001875,2020,2020001875
25115,0001875,2019-10-08,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0001875,2019,2019001875
25115,0001875,2018-09-29,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,577 CEDAR RUN DR and CROOKED MAPLE DR,COLUMBUS,OH,43004,0001875,2018,2018001875
25115,0001874,2019-10-08,2019.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7171 MORSE RD and KITZMILLER RD,JEFFERSON TWP,OH,43054,0001874,2019,2019001874
25115,0001874,2018-09-28,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8754 GREYLAG LOOP and GREYLAG ST,JEFFERSON TWP,OH,43004,0001874,2018,2018001874
25115,0001874,2020-12-11,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,419 STREAMWATER DR and ELGIN TRAIL DR,JEFFERSON TWP,OH,43004,0001874,2020,2020001874
25115,0001874,2021-11-30,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,7744 SUTTON PL,New Albany,OH,43054,0001874,2021,2021001874
25115,0001873,2018-09-28,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,498 LITTLEBURY WAY and EMPIRE DR,Gahanna,OH,43230,0001873,2018,2018001873
25115,0001873,2021-11-30,2021.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,94 SCENIC RD,REYNOLDSBURG,OH,43004,0001873,2021,2021001873
25115,0001873,2019-10-08,2019.0,111.0,Building fire,4.0,Automatic aid given,,,,395 TRAIL WEST  SW and ELDERBERRY  SW,ETNA TWP,OH,43062,0001873,2019,2019001873
25115,0001873,2020-12-10,2020.0,311.0,"Medical assist, assist EMS crew",,,4 - Residential,419,1 or 2 family dwelling,419 STREAMWATER DR and ELGIN TRAIL DR,JEFFERSON TWP,OH,43004,0001873,2020,2020001873
25115,0001872,2020-12-10,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1189 JAYHAWK ST,JEFFERSON TWP,OH,43004,0001872,2020,2020001872
25115,0001872,2019-10-08,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8227 CRETE LN and OLYMPUS LN,COLUMBUS,OH,43004,0001872,2019,2019001872
25115,0001872,2018-09-28,2018.0,111.0,Building fire,4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,633 VISTA DR,Gahanna,OH,43230,0001872,2018,2018001872
25115,0001872,2021-11-30,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1066 HERITAGE ST and HANNAH FARMS CT,GAHANNA,OH,43004,0001872,2021,2021001872
25115,0001871,2018-09-28,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7867 BRIANNA DR and SHARAR FIELD DR,COLUMBUS,OH,43004,0001871,2018,2018001871
25115,0001871,2019-10-07,2019.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2626 JEFFERSON ESTATES DR and JEFFERSON ESTATES CT,JEFFERSON TWP,OH,43004,0001871,2019,2019001871
25115,0001871,2020-12-10,2020.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7529 BLACKLICK RIDGE BLVD and EASTPOINTE LAKE DR,JEFFERSON TWP,OH,43004,0001871,2020,2020001871
25115,0001871,2021-11-30,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1794 CHATEAUGAY WAY and UNBRIDLED WAY,JEFFERSON TWP,OH,43004,0001871,2021,2021001871
25115,0001870,2020-12-10,2020.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,2568 N REYNOLDSBURG-NEW ALBANY RD and ROVILLA RD,JEFFERSON TWP,OH,43004,0001870,2020,2020001870
25115,0001870,2019-10-07,2019.0,652.0,"Steam, vapor, fog or dust thought to be smoke",4.0,Automatic aid given,,,,733 ALEXIA CT and OLYMPUS LN,COLUMBUS,OH,43004,0001870,2019,2019001870
25115,0001870,2018-09-28,2018.0,322.0,Motor vehicle accident with injuries,4.0,Automatic aid given,9 - Outside or Special Property,962,"Residential street, road or residential driveway",MORSE RD and BABBITT RD,New Albany,OH,43054,0001870,2018,2018001870
25115,0001870,2021-11-30,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",549,Specialty shop,8077 E BROAD ST and N WAGGONER RD,Reynoldsburg,OH,43068,0001870,2021,2021001870
25115,0001869,2021-11-30,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG CT,JEFFERSON TWP,OH,43004,0001869,2021,2021001869
25115,0001869,2020-12-10,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1189 JAYHAWK ST,JEFFERSON TWP,OH,43004,0001869,2020,2020001869
25115,0001869,2019-10-07,2019.0,744.0,"Detector activation, no fire - unintentional",4.0,Automatic aid given,,,,445 HOWLAND DR and EMORY ST,Gahanna,OH,43230,0001869,2019,2019001869
25115,0001869,2018-09-28,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,8455 E BROAD ST and DRIVEWAY,REYNOLDSBURG,OH,43062,0001869,2018,2018001869
25115,0001868,2018-09-28,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,875 TAMARA DR S and HELMBRIGHT DR,Gahanna,OH,43230,0001868,2018,2018001868
25115,0001868,2020-12-10,2020.0,554.0,Assist invalid,,,4 - Residential,429,Multifamily dwelling,785 HAWKS CREST LN and TAYLOR RD,JEFFERSON TWP,OH,43004,0001868,2020,2020001868
25115,0001868,2021-11-30,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,716 N REYNOLDSBURG-NEW ALBANY RD and NORTH ST,JEFFERSON TWP,OH,43004,0001868,2021,2021001868
25115,0001868,2019-10-07,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,638 RIDDLER RIDGE DR and HALEIGH WOODS DR,COLUMBUS,OH,43004,0001868,2019,2019001868
25115,0001867,2020-12-10,2020.0,743.0,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,977 PREBLE DR and CHAMPAIGN DR,JEFFERSON TWP,OH,43004,0001867,2020,2020001867
25115,0001867,2021-11-29,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,9072 MASTERSON DR,JEFFERSON TWP,OH,43004,0001867,2021,2021001867
25115,0001867,2019-10-07,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,4095 N WAGGONER RD and CREEK HOLLOW RD,JEFFERSON TWP,OH,43004,0001867,2019,2019001867
25115,0001867,2018-09-28,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,1 - Assembly,121,"Ballroom, gymnasium",555 YMCA PL and JOHNSTOWN RD,Gahanna,OH,43230,0001867,2018,2018001867
25115,0001866,2021-11-29,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0001866,2021,2021001866
25115,0001866,2019-10-07,2019.0,631.0,Authorized controlled burning,,,9 - Outside or Special Property,931,Open land or field,8197 E BROAD ST and MEIJER DR,Reynoldsburg,OH,43068,0001866,2019,2019001866
25115,0001866,2018-09-27,2018.0,311.0,"Medical assist, assist EMS crew",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,265 DEER TRAIL RD and DEER TRAIL CT,Reynoldsburg,OH,43068,0001866,2018,2018001866
25115,0001866,2020-12-10,2020.0,412.0,Gas leak (natural gas or LPG),4.0,Automatic aid given,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",748 TAYLOR RD and CHADWOOD DR,Gahanna,OH,43230,0001866,2020,2020001866
25115,0001865,2019-10-07,2019.0,444.0,Power line down,,,9 - Outside or Special Property,983,"Pipeline, power line or other utility right-of-way",5887 HEADLEY RD and SHULL RD,JEFFERSON TWP,OH,43230,0001865,2019,2019001865
25115,0001865,2018-09-27,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6539 HAVENS CORNERS RD and CHATEAUGAY WAY,JEFFERSON TWP,OH,43004,0001865,2018,2018001865
25115,0001865,2020-12-09,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,763 RONSON AVE,Gahanna,OH,43230,0001865,2020,2020001865
25115,0001865,2021-11-29,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1120 POPPY HILLS DR and KEYSTONE RANCH CT,JEFFERSON TWP,OH,43004,0001865,2021,2021001865
25115,0001864,2020-12-09,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG CT,JEFFERSON TWP,OH,43004,0001864,2020,2020001864
25115,0001864,2019-10-06,2019.0,743.0,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,7821 HEADWATER DR and DESERT WILLOW DR,JEFFERSON TWP,OH,43004,0001864,2019,2019001864
25115,0001864,2018-09-27,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3651 PAMELA DR,JEFFERSON TWP,OH,43230,0001864,2018,2018001864
25115,0001864,2021-11-29,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,680 HAVENS CORNERS RD and ST MARTIN CT,Gahanna,OH,43230,0001864,2021,2021001864
25115,0001863,2021-11-29,2021.0,444.0,Power line down,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",5909 CLARK STATE RD and HAVENS RD,JEFFERSON TWP,OH,43230,0001863,2021,2021001863
25115,0001863,2020-12-09,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1623 TAYLOR CORNERS CIR,JEFFERSON TWP,OH,43004,0001863,2020,2020001863
25115,0001863,2019-10-06,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1387 SPANISH TRAIL CT,JEFFERSON TWP,OH,43004,0001863,2019,2019001863
25115,0001863,2018-09-27,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,535 OFFICENTER PL,Gahanna,OH,43230,0001863,2018,2018001863
25115,0001862,2018-09-27,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,467 STREAMWATER DR and ROCKY SPRINGS DR,JEFFERSON TWP,OH,43004,0001862,2018,2018001862
25115,0001862,2020-12-09,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7474 HAVENS CORNERS RD and SURREY DR,JEFFERSON TWP,OH,43004,0001862,2020,2020001862
25115,0001862,2021-11-29,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2237 PRIVATE LN and CREEK HOLLOW RD,JEFFERSON TWP,OH,43004,0001862,2021,2021001862
25115,0001862,2019-10-06,2019.0,381.0,Rescue or EMS standby,,,4 - Residential,419,1 or 2 family dwelling,3114 N REYNOLDSBURG-NEW ALBANY RD and KITZMILLER RD,JEFFERSON TWP,OH,43054,0001862,2019,2019001862
25115,0001861,2020-12-09,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,10299 JOHNSTOWN RD,PLAIN TWP,OH,43054,0001861,2020,2020001861
25115,0001861,2021-11-28,2021.0,611.0,Dispatched and cancelled en route,,,4 - Residential,419,1 or 2 family dwelling,345 CRAFTON TRAIL LOOP and BUNKER RIDGE CT,JEFFERSON TWP,OH,43004,0001861,2021,2021001861
25115,0001861,2018-09-26,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1236 CONNOR RIDGE ST,JEFFERSON TWP,OH,43004,0001861,2018,2018001861
25115,0001861,2019-10-05,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7004 ONYXBLUFF LN and SHADY ROCK LN,COLUMBUS,OH,43004,0001861,2019,2019001861
25115,0001860,2021-11-28,2021.0,531.0,Smoke or odor removal,2.0,Automatic aid received,1 - Assembly,131,"Church, mosque, synagogue, temple, chapel",6696 HAVENS CORNERS RD,JEFFERSON TWP,OH,43004,0001860,2021,2021001860
25115,0001860,2020-12-09,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6809 HAVENS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0001860,2020,2020001860
25115,0001860,2019-10-05,2019.0,611.0,Dispatched and cancelled en route,,,2 - Educational,210,"Schools, non-adult, other",360 S WAGGONER RD and ASTRA CIR,Reynoldsburg,OH,43068,0001860,2019,2019001860
25115,0001860,2018-09-26,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,265 DEER TRAIL RD and DEER TRAIL CT,Reynoldsburg,OH,43068,0001860,2018,2018001860
25115,0001859,2018-09-26,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,2 - Educational,254,"Day care, in commercial property",496 HAVENS CORNERS RD and OAK CREEK PL,Gahanna,OH,43230,0001859,2018,2018001859
25115,0001859,2020-12-09,2020.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7894 PRAIRIE WILLOW DR,JEFFERSON TWP,OH,43004,0001859,2020,2020001859
25115,0001859,2021-11-28,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7446 OLD RIVER DR and SHERRIDON DR,JEFFERSON TWP,OH,43004,0001859,2021,2021001859
25115,0001859,2019-10-05,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,5006 JOHNSTOWN RD,New Albany,OH,43054,0001859,2019,2019001859
25115,0001858,2021-11-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,496 ARBORS CIR,Gahanna,OH,43230,0001858,2021,2021001858
25115,0001858,2020-12-09,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7894 PRAIRIE WILLOW DR and DESERT WILLOW DR,JEFFERSON TWP,OH,43004,0001858,2020,2020001858
25115,0001858,2019-10-05,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7535 CLARK STATE RD and SKELTON LN,JEFFERSON TWP,OH,43004,0001858,2019,2019001858
25115,0001858,2018-09-26,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,14527 CLEVELAND RD SW and MONARCH DR,Pataskala,OH,43062,0001858,2018,2018001858
25115,0001857,2021-11-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,8455 E BROAD ST and LIMITED PKWY,Reynoldsburg,OH,43068,0001857,2021,2021001857
25115,0001857,2020-12-09,2020.0,611.0,Dispatched and cancelled en route,,,2 - Educational,215,High school/junior high school/middle school,340 S WAGGONER RD and ASTRA CIR,Reynoldsburg,OH,43068,0001857,2020,2020001857
25115,0001857,2019-10-05,2019.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,396 ROCKY SPRINGS DR and ELGIN TRAIL DR,JEFFERSON TWP,OH,43004,0001857,2019,2019001857
25115,0001857,2018-09-26,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,265 DEER TRAIL RD and DEER TRAIL CT,Reynoldsburg,OH,43068,0001857,2018,2018001857
25115,0001856,2018-09-26,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6269 HAVENS RD and MANN RD,JEFFERSON TWP,OH,43004,0001856,2018,2018001856
25115,0001856,2020-12-08,2020.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7782 ASTRA CIR and WHITEPINE RIDGE CT,Reynoldsburg,OH,43068,0001856,2020,2020001856
25115,0001856,2019-10-05,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7959 ASHENDEN DR and GAREY VALLEY AVE,COLUMBUS-JEFFERSON TWP,OH,43004,0001856,2019,2019001856
25115,0001856,2021-11-27,2021.0,735.0,Alarm system sounded due to malfunction,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7892 HEADWATER DR and DESERT WILLOW DR,JEFFERSON TWP,OH,43004,0001856,2021,2021001856
25115,0001855,2020-12-08,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,232 PRINCE OF WALES DR and REGENTS RD,Gahanna,OH,43230,0001855,2020,2020001855
25115,0001855,2021-11-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,748 TAYLOR RD and CHADWOOD DR,Gahanna,OH,43230,0001855,2021,2021001855
25115,0001855,2019-10-04,2019.0,611.0,Dispatched and cancelled en route,,,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8525 E BROAD ST and DRIVEWAY,Reynoldsburg,OH,43068,0001855,2019,2019001855
25115,0001855,2018-09-26,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8041 CRETE LN and CREEKSTONE LN,COLUMBUS,OH,43004,0001855,2018,2018001855
25115,0001854,2021-11-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2891 JENTLER WAY,JEFFERSON TWP,OH,43004,0001854,2021,2021001854
25115,0001854,2018-09-25,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8088 WILLOW BROOK CROSSING DR,JEFFERSON TWP,OH,43004,0001854,2018,2018001854
25115,0001854,2020-12-08,2020.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,148 BROADSTONE CIR E and ORADELL DR,COLUMBUS-JEFFERSON TWP,OH,43004,0001854,2020,2020001854
25115,0001854,2019-10-04,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,977 GAHANNA PKWY and CLAYCRAFT RD,Gahanna,OH,43230,0001854,2019,2019001854
25115,0001853,2021-11-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,712 N REYNOLDSBURG-NEW ALBANY RD and NORTH ST,JEFFERSON TWP,OH,43004,0001853,2021,2021001853
25115,0001853,2019-10-04,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7678 COPPERSHELL ST,COLUMBUS-JEFFERSON TWP,OH,43004,0001853,2019,2019001853
25115,0001853,2018-09-25,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0001853,2018,2018001853
25115,0001853,2020-12-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,718 N REYNOLDSBURG-NEW ALBANY RD and NORTH ST,JEFFERSON TWP,OH,43004,0001853,2020,2020001853
25115,0001852,2019-10-04,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1215 WILLOW OAK DR and BEARDSLEY AVE,JEFFERSON TWP,OH,43004,0001852,2019,2019001852
25115,0001852,2018-09-25,2018.0,445.0,"Arcing, shorted electrical equipment",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1561 ROSCOMMON DR and MCKINNEY LN,Pataskala,OH,43062,0001852,2018,2018001852
25115,0001852,2020-12-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8295 WOODLAND CREEK CT,JEFFERSON TWP,OH,43004,0001852,2020,2020001852
25115,0001852,2021-11-27,2021.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,1 - Assembly,142,Clubhouse,5189 CLARK STATE RD,JEFFERSON TWP,OH,43230,0001852,2021,2021001852
25115,0001851,2021-11-27,2021.0,611.0,Dispatched and cancelled en route,,,4 - Residential,429,Multifamily dwelling,904 TAYLOR STATION RD,JEFFERSON TWP,OH,43230,0001851,2021,2021001851
25115,0001851,2019-10-03,2019.0,651.0,"Smoke scare, odor of smoke",4.0,Automatic aid given,,,,207 ROSIE AVE and CLEVELAND RD,Pataskala,OH,43062,0001851,2019,2019001851
25115,0001851,2018-09-25,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1664 FOX CHASE DR and FOX LAKE DR,JEFFERSON TWP,OH,43004,0001851,2018,2018001851
25115,0001851,2020-12-07,2020.0,311.0,"Medical assist, assist EMS crew",,,4 - Residential,419,1 or 2 family dwelling,7584 BLACKLICK RIDGE BLVD and WESTERKIRK DR,JEFFERSON TWP,OH,43004,0001851,2020,2020001851
25115,0001850,2021-11-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7656 SCHNEIDER WAY and DEVERELL DR,JEFFERSON TWP,OH,43004,0001850,2021,2021001850
25115,0001850,2020-12-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,891,Warehouse,8455 E BROAD ST and LIMITED PKWY,Reynoldsburg,OH,43068,0001850,2020,2020001850
25115,0001850,2019-10-03,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,5691 THOMPSON RD,Columbus,OH,43230,0001850,2019,2019001850
25115,0001850,2018-09-25,2018.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,963,Street or road in commercial area,8455 E BROAD ST and DRIVEWAY,Reynoldsburg,OH,43068,0001850,2018,2018001850
25115,0001849,2019-10-03,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",1655 EASTGATE PKWY and BLATT BLVD,GAHANNA,OH,43004,0001849,2019,2019001849
25115,0001849,2018-09-25,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,730 LORETO LN and OLYMPUS LN,COLUMBUS,OH,43004,0001849,2018,2018001849
25115,0001849,2020-12-07,2020.0,744.0,"Detector activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7957 ASPEN RIDGE DR and HICKORY VALLEY DR,JEFFERSON TWP,OH,43004,0001849,2020,2020001849
25115,0001849,2021-11-27,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,559 N HAMILTON RD,Gahanna,OH,43230,0001849,2021,2021001849
25115,0001848,2021-11-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,700 HAWKS CREST LN and TAYLOR RD,JEFFERSON TWP,OH,43004,0001848,2021,2021001848
25115,0001848,2020-12-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1994 HAVENSWOOD PL,JEFFERSON TWP,OH,43004,0001848,2020,2020001848
25115,0001848,2019-10-03,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,2 - Educational,213,"Elementary school, including kindergarten",370 GOSHEN LN and DUNBARTON RD,Gahanna,OH,43230,0001848,2019,2019001848
25115,0001848,2018-09-25,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG CT,JEFFERSON TWP,OH,43004,0001848,2018,2018001848
25115,0001847,2021-11-26,2021.0,251.0,"Excessive heat, scorch burns with no ignition",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,151 MILL ST and LODGE ALY,Gahanna,OH,43230,0001847,2021,2021001847
