incident_id,date,year,month,day,inc_type_code,inc_type_cat,inc_type_desc,prop_use_code,prop_use_cat,prop_use_desc,aid_code,aid_desc,address,agency_name,addr_norm,parcel_id
2023001362,2023-08-26 19:05:13,2023,8.0,26.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",888,8 - Storage,Fire station,,,6767 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6767 HAVENS CORNERS ROAD,170-002576
2023001361,2023-08-26 16:38:56,2023,8.0,26.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,6418 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6418 HAVENS CORNERS ROAD,170-001495
2023001360,2023-08-26 16:01:01,2023,8.0,26.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7762 FREESIA Street 43004,Jefferson Township Fire Department,7762 FREESIA STREET,171-001448
2023001359,2023-08-26 12:15:18,2023,8.0,26.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,1087 CAROWAY Boulevard 43230,Jefferson Township Fire Department,1087 CAROWAY BOULEVARD,
2023001358,2023-08-26 11:25:17,2023,8.0,26.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,8231 East BROAD Street 43068,Jefferson Township Fire Department,8231 BROAD STREET,067-000078
2023001357,2023-08-26 00:12:14,2023,8.0,26.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,1233 GLENBEACOME Street 43004,Jefferson Township Fire Department,1233 GLENBEACOME STREET,171-001834
2023001356,2023-08-25 23:41:06,2023,8.0,25.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,6418 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6418 HAVENS CORNERS ROAD,170-001495
2023001355,2023-08-25 16:03:22,2023,8.0,25.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,6418 HAVENS Road 43004,Jefferson Township Fire Department,6418 HAVENS ROAD,170-001526
2023001354,2023-08-25 12:59:57,2023,8.0,25.0,7351,7 - False Alarm & False Call,"Fire alarm activation, unknown cause (for mutual aid runs)",,,,4,4 - Automatic aid given,936 South HAMILTON Road 43213,Jefferson Township Fire Department,936 HAMILTON ROAD,
2023001353,2023-08-25 12:38:20,2023,8.0,25.0,554,5 - Service Call,Assist invalid,,,,4,4 - Automatic aid given,4882 East MAIN Street 43213,Jefferson Township Fire Department,4882 MAIN STREET,
2023001352,2023-08-25 12:14:54,2023,8.0,25.0,700,7 - False Alarm & False Call,"False alarm or false call, other",,,,4,4 - Automatic aid given,4041 ANTHONY Court 43213,Jefferson Township Fire Department,4041 ANTHONY COURT,
2023001351,2023-08-25 12:10:56,2023,8.0,25.0,651,6 - Good Intent Call,"Smoke scare, odor of smoke",161,1 - Assembly,Restaurant or cafeteria,,,4661 East BROAD Street 43213,Jefferson Township Fire Department,4661 BROAD STREET,
2023001350,2023-08-25 11:35:36,2023,8.0,25.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,9130 PICKENS Drive 43004,Jefferson Township Fire Department,9130 PICKENS DRIVE,170-004404
2023001349,2023-08-24 21:33:10,2023,8.0,24.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,BENT OAK Drive 43004,Jefferson Township Fire Department,BENT OAK DRIVE,
2023001348,2023-08-24 19:40:28,2023,8.0,24.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,3233 GREY FOX Drive 43230,Jefferson Township Fire Department,3233 GREY FOX DRIVE,170-001333
2023001347,2023-08-24 16:59:32,2023,8.0,24.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",579,"5 - Mercantile, Business","Motor vehicle or boat sales, services, repair",2,2 - Automatic aid received,8197 East BROAD Street 43068,Jefferson Township Fire Department,8197 BROAD STREET,067-000087
2023001346,2023-08-24 15:40:24,2023,8.0,24.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,7817 BIRCH CREEK Drive 43004,Jefferson Township Fire Department,7817 BIRCH CREEK DRIVE,171-001029
2023001345,2023-08-24 12:01:59,2023,8.0,24.0,745,7 - False Alarm & False Call,"Alarm system activation, no fire - unintentional",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,3110 GREY FOX Drive 43230,Jefferson Township Fire Department,3110 GREY FOX DRIVE,170-001325
2023001344,2023-08-24 09:56:33,2023,8.0,24.0,445,4 - Hazardous Condition (No Fire),"Arcing, shorted electrical equipment",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,5863 KNOLL Court 43230,Jefferson Township Fire Department,5863 KNOLL COURT,170-001132
2023001343,2023-08-24 08:37:38,2023,8.0,24.0,136,1 - Fire,Self-propelled motor home or recreational vehicle,808,8 - Storage,Outbuilding or shed,2,2 - Automatic aid received,6226 TAYLOR Road 43004,Jefferson Township Fire Department,6226 TAYLOR ROAD,170-000940
2023001342,2023-08-24 07:14:40,2023,8.0,24.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",891,8 - Storage,Warehouse,2,2 - Automatic aid received,8455 East BROAD Street 43068,Jefferson Township Fire Department,8455 BROAD STREET,
2023001341,2023-08-23 19:53:35,2023,8.0,23.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",131,1 - Assembly,"Church, mosque, synagogue, temple, chapel",,,3600 North WAGGONER Road 43004,Jefferson Township Fire Department,3600 WAGGONER ROAD,170-000102
2023001340,2023-08-23 12:05:37,2023,8.0,23.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8403 ALMOND PARK Drive 43004,Jefferson Township Fire Department,8403 ALMOND PARK DRIVE,171-000630
2023001338,2023-08-23 09:07:33,2023,8.0,23.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1652 MORRISON FARMS Drive 43004,Jefferson Township Fire Department,1652 MORRISON FARMS DRIVE,171-000790
2023001339,2023-08-23 09:07:17,2023,8.0,23.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,8100 WALTON Parkway 43054,Jefferson Township Fire Department,8100 WALTON PARKWAY,
2023001337,2023-08-23 08:42:45,2023,8.0,23.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,2665 SKELTON Lane 43004,Jefferson Township Fire Department,2665 SKELTON LANE,170-002486
2023001336,2023-08-23 08:21:15,2023,8.0,23.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",700,"7 - Manufacturing, Processing","Manufacturing, Processing",2,2 - Automatic aid received,8400 East BROAD Street 43068,Jefferson Township Fire Department,8400 BROAD STREET,171-000001
2023001335,2023-08-22 19:54:00,2023,8.0,22.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7320 RINNERT Avenue 43004,Jefferson Township Fire Department,7320 RINNERT AVENUE,
2023001334,2023-08-22 16:36:25,2023,8.0,22.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7320 RINNERT Avenue 43004,Jefferson Township Fire Department,7320 RINNERT AVENUE,
2023001333,2023-08-22 13:46:34,2023,8.0,22.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",213,2 - Educational,"Elementary school, including kindergarten",2,2 - Automatic aid received,1490 CLIMBING FIG Drive 43004,Jefferson Township Fire Department,1490 CLIMBING FIG DRIVE,
2023001332,2023-08-22 13:42:27,2023,8.0,22.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",891,8 - Storage,Warehouse,2,2 - Automatic aid received,8455 East BROAD Street 43068,Jefferson Township Fire Department,8455 BROAD STREET,
2023001331,2023-08-22 12:47:02,2023,8.0,22.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8803 CICADA Street 43004,Jefferson Township Fire Department,8803 CICADA STREET,171-002071
2023001330,2023-08-22 10:26:32,2023,8.0,22.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,2571 RITTENOUR Court 43004,Jefferson Township Fire Department,2571 RITTENOUR COURT,170-002348
2023001329,2023-08-22 10:09:01,2023,8.0,22.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,1351 PHLOX Avenue 43004,Jefferson Township Fire Department,1351 PHLOX AVENUE,
2023001328,2023-08-21 21:28:43,2023,8.0,21.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8258 KESEGS Way 43004,Jefferson Township Fire Department,8258 KESEGS WAY,
2023001327,2023-08-21 13:28:14,2023,8.0,21.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",559,"5 - Mercantile, Business","Recreational, hobby, home repair sales, pet store",2,2 - Automatic aid received,8035 East BROAD Street 43068,Jefferson Township Fire Department,8035 BROAD STREET,
2023001326,2023-08-21 08:08:57,2023,8.0,21.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1270 MORNINGSIDE Street 43004,Jefferson Township Fire Department,1270 MORNINGSIDE STREET,171-001777
2023001325,2023-08-21 06:46:21,2023,8.0,21.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",581,"5 - Mercantile, Business",Department or discount store,2,2 - Automatic aid received,8455 East BROAD Street 43068,Jefferson Township Fire Department,8455 BROAD STREET,
2023001324,2023-08-21 05:21:33,2023,8.0,21.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,874 TAYLOR STATION Road 43230,Jefferson Township Fire Department,874 TAYLOR STATION ROAD,170-004325
2023001323,2023-08-21 00:18:19,2023,8.0,21.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1994 HAVENSWOOD Place 43004,Jefferson Township Fire Department,1994 HAVENSWOOD PLACE,
2023001322,2023-08-20 15:45:31,2023,8.0,20.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8052 NARROW LEAF Drive 43004,Jefferson Township Fire Department,8052 NARROW LEAF DRIVE,171-001918
2023001321,2023-08-20 13:15:32,2023,8.0,20.0,412,4 - Hazardous Condition (No Fire),Gas leak (natural gas or LPG),419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,1631 BIRDSONG Court 43004,Jefferson Township Fire Department,1631 BIRDSONG COURT,170-001719
2023001320,2023-08-20 01:56:33,2023,8.0,20.0,324,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with no injuries.,960,9 - Outside or Special Property,"Street, other",2,2 - Automatic aid received,5987 HAVENS CORNERS Road 43230,Jefferson Township Fire Department,5987 HAVENS CORNERS ROAD,
2023001319,2023-08-19 15:22:39,2023,8.0,19.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",571,"5 - Mercantile, Business","Service station, gas station",,,8271 East BROAD Street 43068,Jefferson Township Fire Department,8271 BROAD STREET,067-000094
2023001318,2023-08-19 10:10:49,2023,8.0,19.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,258 COTSWOLD Place 43230,Jefferson Township Fire Department,258 COTSWOLD PLACE,
2023001317,2023-08-19 05:07:31,2023,8.0,19.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,611 MILLWOOD Court 43230,Jefferson Township Fire Department,611 MILLWOOD COURT,
2023001316,2023-08-18 23:32:50,2023,8.0,18.0,700,7 - False Alarm & False Call,"False alarm or false call, other",419,4 - Residential,1 or 2 family dwelling,,,1593 BIRDSONG Court 43004,Jefferson Township Fire Department,1593 BIRDSONG COURT,170-001718
2023001315,2023-08-18 15:49:28,2023,8.0,18.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,151 SHULL Avenue 43230,Jefferson Township Fire Department,151 SHULL AVENUE,
2023001314,2023-08-18 14:44:47,2023,8.0,18.0,322,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with injuries,962,9 - Outside or Special Property,"Residential street, road or residential driveway",2,2 - Automatic aid received,6751 TAYLOR Road 43004,Jefferson Township Fire Department,6751 TAYLOR ROAD,
2023001313,2023-08-18 10:12:35,2023,8.0,18.0,745,7 - False Alarm & False Call,"Alarm system activation, no fire - unintentional",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,470 HAMILTON Court 43230,Jefferson Township Fire Department,470 HAMILTON COURT,027-000083
2023001312,2023-08-18 03:39:43,2023,8.0,18.0,733,7 - False Alarm & False Call,Smoke detector activation due to malfunction,311,"3 - Health Care, Detention & Correction","24-hour care Nursing homes, 4 or more persons",2,2 - Automatic aid received,5201 MORSE Road 43230,Jefferson Township Fire Department,5201 MORSE ROAD,027-000100
2023001311,2023-08-17 23:33:32,2023,8.0,17.0,324,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with no injuries.,962,9 - Outside or Special Property,"Residential street, road or residential driveway",2,2 - Automatic aid received,7950 BLACK WILLOW Drive 43004,Jefferson Township Fire Department,7950 BLACK WILLOW DRIVE,170-003282
2023001310,2023-08-17 18:48:06,2023,8.0,17.0,322,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with injuries,,,,4,4 - Automatic aid given,"REYNOLDS CROSSING DR, COLUMBUS / E BROAD ST, COLUMBUS Drive 43004",Jefferson Township Fire Department,REYNOLDS CROSSING DRIVE COLUMBUS / BROAD STREET COLUMBUS DRIVE,
2023001309,2023-08-17 18:27:14,2023,8.0,17.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,I 270 NB 43230,Jefferson Township Fire Department,I 270 NB,
2023001308,2023-08-17 16:00:29,2023,8.0,17.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,154 ROYAL FARM 43004,Jefferson Township Fire Department,154 ROYAL FARM,068-000168
2023001307,2023-08-17 12:49:09,2023,8.0,17.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7485 MORSE Road 43054,Jefferson Township Fire Department,7485 MORSE ROAD,170-001362
2023001306,2023-08-17 10:29:38,2023,8.0,17.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,7754 ASTRA Circle 43068,Jefferson Township Fire Department,7754 ASTRA CIRCLE,
2023001305,2023-08-17 09:59:03,2023,8.0,17.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,790 CROSS POINTE Road 43230,Jefferson Township Fire Department,790 CROSS POINTE ROAD,
2023001304,2023-08-17 00:58:31,2023,8.0,17.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,1125 GAHANNA Parkway 43230,Jefferson Township Fire Department,1125 GAHANNA PARKWAY,
2023001303,2023-08-16 23:05:11,2023,8.0,16.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,377 GRANVILLE Street 43230,Jefferson Township Fire Department,377 GRANVILLE STREET,
2023001302,2023-08-16 22:03:22,2023,8.0,16.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8136 NARROW LEAF Drive 43004,Jefferson Township Fire Department,8136 NARROW LEAF DRIVE,171-001929
2023001301,2023-08-16 17:04:19,2023,8.0,16.0,444,4 - Hazardous Condition (No Fire),Power line down,961,9 - Outside or Special Property,Highway or divided highway,,,4279 SHULL Road 43230,Jefferson Township Fire Department,4279 SHULL ROAD,170-001291
2023001300,2023-08-16 15:35:32,2023,8.0,16.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",549,"5 - Mercantile, Business",Specialty shop,,,8163 East BROAD Street 43068,Jefferson Township Fire Department,8163 BROAD STREET,
2023001299,2023-08-16 14:36:08,2023,8.0,16.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1240 JACKSON HOLE Drive 43004,Jefferson Township Fire Department,1240 JACKSON HOLE DRIVE,170-003399
2023001298,2023-08-16 10:56:04,2023,8.0,16.0,322,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with injuries,962,9 - Outside or Special Property,"Residential street, road or residential driveway",2,2 - Automatic aid received,3455 North WAGGONER Road 43004,Jefferson Township Fire Department,3455 WAGGONER ROAD,170-001355
2023001297,2023-08-16 10:29:26,2023,8.0,16.0,322,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with injuries,962,9 - Outside or Special Property,"Residential street, road or residential driveway",2,2 - Automatic aid received,KENNEDY Road 43004,Jefferson Township Fire Department,KENNEDY ROAD,171-000004
2023001296,2023-08-16 09:19:22,2023,8.0,16.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,428 PRESERVATION Lane 43230,Jefferson Township Fire Department,428 PRESERVATION LANE,
2023001295,2023-08-16 08:29:17,2023,8.0,16.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,795 HAWKS CREST Lane 43004,Jefferson Township Fire Department,795 HAWKS CREST LANE,170-003436
2023001294,2023-08-15 19:01:37,2023,8.0,15.0,735,7 - False Alarm & False Call,Alarm system sounded due to malfunction,,,,4,4 - Automatic aid given,875 TAYLOR STATION Road 43230,Jefferson Township Fire Department,875 TAYLOR STATION ROAD,170-003449
2023001293,2023-08-15 16:39:07,2023,8.0,15.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,701 TECHCENTER Drive 43230,Jefferson Township Fire Department,701 TECHCENTER DRIVE,
2023001292,2023-08-15 12:18:47,2023,8.0,15.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,3470 MANN Road 43004,Jefferson Township Fire Department,3470 MANN ROAD,170-001899
2023001291,2023-08-15 10:27:14,2023,8.0,15.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",429,4 - Residential,Multifamily dwelling,,,6609 KARSTEN Place 43004,Jefferson Township Fire Department,6609 KARSTEN PLACE,
2023001290,2023-08-15 07:16:04,2023,8.0,15.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,6400 DARLING Road 43004,Jefferson Township Fire Department,6400 DARLING ROAD,170-000166
2023001289,2023-08-15 00:08:25,2023,8.0,15.0,736,7 - False Alarm & False Call,CO detector activation due to malfunction,419,4 - Residential,1 or 2 family dwelling,,,3383 MANN Road 43230,Jefferson Township Fire Department,3383 MANN ROAD,170-001198
2023001288,2023-08-14 20:20:44,2023,8.0,14.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,6213 WINDBROOK Drive 43004,Jefferson Township Fire Department,6213 WINDBROOK DRIVE,170-001743
2023001287,2023-08-14 17:14:32,2023,8.0,14.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,7535 CLARK STATE Road 43004,Jefferson Township Fire Department,7535 CLARK STATE ROAD,170-000482
2023001286,2023-08-14 17:10:37,2023,8.0,14.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1587 BENT MAPLE Drive 43004,Jefferson Township Fire Department,1587 BENT MAPLE DRIVE,171-000608
2023001285,2023-08-14 08:21:35,2023,8.0,14.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,292 WESTERKIRK Drive 43004,Jefferson Township Fire Department,292 WESTERKIRK DRIVE,170-002679
2023001284,2023-08-14 07:20:58,2023,8.0,14.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8149 CLARK STATE Road 43004,Jefferson Township Fire Department,8149 CLARK STATE ROAD,170-000147
2023001283,2023-08-13 22:43:21,2023,8.0,13.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,6390 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6390 HAVENS CORNERS ROAD,170-000304
2023001282,2023-08-13 16:45:58,2023,8.0,13.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,188 GLENKIRK Drive 43004,Jefferson Township Fire Department,188 GLENKIRK DRIVE,
2023001281,2023-08-13 12:49:52,2023,8.0,13.0,511,5 - Service Call,Lock-out,965,9 - Outside or Special Property,Vehicle parking area,,,8301 East BROAD Street 43068,Jefferson Township Fire Department,8301 BROAD STREET,067-000084
2023001280,2023-08-13 12:11:15,2023,8.0,13.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,7810 ASTRA Circle 43068,Jefferson Township Fire Department,7810 ASTRA CIRCLE,
2023001279,2023-08-13 09:53:50,2023,8.0,13.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,8721 CROOKED MAPLE Drive 43004,Jefferson Township Fire Department,8721 CROOKED MAPLE DRIVE,
2023001278,2023-08-13 09:19:03,2023,8.0,13.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,215 BUTTONWOOD Court 43230,Jefferson Township Fire Department,215 BUTTONWOOD COURT,
2023001277,2023-08-12 19:16:23,2023,8.0,12.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",429,4 - Residential,Multifamily dwelling,,,6611 KARSTEN Place 43004,Jefferson Township Fire Department,6611 KARSTEN PLACE,
2023001276,2023-08-12 15:24:57,2023,8.0,12.0,733,7 - False Alarm & False Call,Smoke detector activation due to malfunction,429,4 - Residential,Multifamily dwelling,,,8368 HUMBOLDT Road 43004,Jefferson Township Fire Department,8368 HUMBOLDT ROAD,
2023001275,2023-08-12 03:36:23,2023,8.0,12.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8341 FAIR OAK Drive 43004,Jefferson Township Fire Department,8341 FAIR OAK DRIVE,
2023001274,2023-08-11 20:09:20,2023,8.0,11.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,8403 ALMOND PARK Drive 43004,Jefferson Township Fire Department,8403 ALMOND PARK DRIVE,171-000630
2023001273,2023-08-11 15:13:43,2023,8.0,11.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,8645 CONESTOGA VALLEY Drive 43004,Jefferson Township Fire Department,8645 CONESTOGA VALLEY DRIVE,171-001870
2023001271,2023-08-11 08:28:44,2023,8.0,11.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,105 FLINT RIDGE Drive 43230,Jefferson Township Fire Department,105 FLINT RIDGE DRIVE,
2023001272,2023-08-10 23:29:29,2023,8.0,10.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,North HAMILTON Road 43230,Jefferson Township Fire Department,HAMILTON ROAD,027-000140
2023001270,2023-08-10 18:50:08,2023,8.0,10.0,745,7 - False Alarm & False Call,"Alarm system activation, no fire - unintentional",891,8 - Storage,Warehouse,2,2 - Automatic aid received,1641 TAYLOR Road 43230,Jefferson Township Fire Department,1641 TAYLOR ROAD,027-000150
2023001269,2023-08-10 18:07:18,2023,8.0,10.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",150,1 - Assembly,"Public or government, other",,,6767 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6767 HAVENS CORNERS ROAD,170-002576
2023001268,2023-08-10 14:52:33,2023,8.0,10.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7013 WYNFIELD Drive 43004,Jefferson Township Fire Department,7013 WYNFIELD DRIVE,170-002368
2023001267,2023-08-10 14:36:18,2023,8.0,10.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,915 TAYLOR Road 43230,Jefferson Township Fire Department,915 TAYLOR ROAD,
2023001266,2023-08-10 12:50:56,2023,8.0,10.0,510,5 - Service Call,"Person in distress, other",419,4 - Residential,1 or 2 family dwelling,,,7929 ASPEN RIDGE Drive 43004,Jefferson Township Fire Department,7929 ASPEN RIDGE DRIVE,171-000990
2023001265,2023-08-10 12:17:19,2023,8.0,10.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,2227 North REYNOLDSBURG-NEW ALBANY Road 43004,Jefferson Township Fire Department,2227 REYNOLDSBURG-NEW ALBANY ROAD,170-002782
2023001264,2023-08-10 11:18:44,2023,8.0,10.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,349 OLDE RIDENOUR Road 43230,Jefferson Township Fire Department,349 OLDE RIDENOUR ROAD,
2023001263,2023-08-10 11:14:36,2023,8.0,10.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,2,2 - Automatic aid received,5201 MORSE Road 43230,Jefferson Township Fire Department,5201 MORSE ROAD,027-000100
2023001262,2023-08-10 02:07:49,2023,8.0,10.0,531,5 - Service Call,Smoke or odor removal,,,,4,4 - Automatic aid given,355 TOWNE Court 43230,Jefferson Township Fire Department,355 TOWNE COURT,
2023001261,2023-08-09 09:27:16,2023,8.0,9.0,745,7 - False Alarm & False Call,"Alarm system activation, no fire - unintentional",215,2 - Educational,High school/junior high school/middle school,2,2 - Automatic aid received,360 South WAGGONER Road 43068,Jefferson Township Fire Department,360 WAGGONER ROAD,
2023001260,2023-08-09 09:11:21,2023,8.0,9.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8149 CLARK STATE Road 43004,Jefferson Township Fire Department,8149 CLARK STATE ROAD,170-000147
