Agency FDID,Basic Incident Number (FD1),Basic Incident Date Original (FD1.3),Basic Incident Year (FD1.3),Basic Incident Type Code (FD1.21),Basic Incident Type (FD1.21),Basic Aid Given Or Received Code (FD1.22),Basic Aid Given Or Received (FD1.22),Basic Property Use Category (FD1.46),Basic Property Use Code (FD1.46),Basic Property Use (FD1.46),Basic Incident Full Street Address,Basic Incident City Name (FD1.16),Basic Incident State (FD1.18),Basic Incident Postal Code (FD1.19)
25115,2022000714,5/4/2022,2022,323,Motor vehicle/pedestrian accident (MV Ped),2,Automatic aid received,9 - Outside or Special Property,965,Vehicle parking area,8173 East BROAD Street,Reynoldsburg,OH,43068
25115,2022000713,5/4/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,795 HAVENS CORNERS Road,Gahanna,OH,43230
25115,2022000712,5/3/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8105 ROYAL ELM Drive,Blacklick,OH,43004
25115,2022000711,5/3/2022,2022,600,"Good intent call, other",,None,9 - Outside or Special Property,961,Highway or divided highway,Headley and JEFFERSON TWP / HEADLEY RD,JEFFERSON TWP,OH,43004
25115,2022000710,5/3/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000709,5/3/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,8 - Storage,891,Warehouse,8105 East BROAD Street,Reynoldsburg,OH,43068
25115,2022000708,5/3/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000707,5/3/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,323 CRAFTON TRAIL Loop,Blacklick,OH,43004
25115,2022000706,5/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000705,5/2/2022,2022,553,Public service,,None,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Blacklick,OH,43004
25115,2022000704,5/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,349 SHADY SPRING Drive,Gahanna,OH,43230
25115,2022000703,5/2/2022,2022,463,"Vehicle accident, general cleanup",,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Taylor Road and TAYLOR STATION RD,Blacklick,OH,43004
25115,2022000702,5/2/2022,2022,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,2510 KEMPERWOOD Drive,Blacklick,OH,43004
25115,2022000701,5/2/2022,2022,412,Gas leak (natural gas or LPG),2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2737 NEWBERN Drive West,Blacklick,OH,43004
25115,2022000700,5/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,6233 WINDBROOK Drive,Blacklick,OH,43004
25115,2022000699,5/2/2022,2022,351,Extrication of victim(s) from building/structure,2,Automatic aid received,9 - Outside or Special Property,981,Construction site,9258 PICKENS Drive,Blacklick,OH,43004
25115,2022000698,5/1/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,8618 CROOKED MAPLE Drive,Blacklick,OH,43004
25115,2022000697,5/1/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,503 KING GEORGE Avenue,Gahanna,OH,43230
25115,2022000696,5/1/2022,2022,745,"Alarm system activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,1977 HAVENSWOOD Place,Blacklick,OH,43004
25115,2022000695,5/1/2022,2022,143,Grass fire,,None,4 - Residential,419,1 or 2 family dwelling,2253 MAPLE LEAF Court,Blacklick,OH,43004
25115,2022000694,5/1/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2655 STONEWYCK Drive,Blacklick,OH,43004
25115,2022000693,5/1/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,396 ROCKY SPRINGS Drive,Blacklick,OH,43004
25115,2022000692,4/30/2022,2022,445,"Arcing, shorted electrical equipment",,None,4 - Residential,429,Multifamily dwelling,712 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000691,4/30/2022,2022,412,Gas leak (natural gas or LPG),2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7282 IRONWOOD Drive,Blacklick,OH,43004
25115,2022000690,4/30/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,402 KASONS Way,Gahanna,OH,43230
25115,2022000689,4/30/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,236 CANBY Court,Gahanna,OH,43230
25115,2022000688,4/30/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1393 UNDERWOOD FARMS Boulevard,Gahanna,OH,43230
25115,2022000687,4/29/2022,2022,322,Motor vehicle accident with injuries,4,Automatic aid given,,,,COLUMBUS / BROAD POINTE Place and COLUMBUS / BROAD POINTE PL,COLUMBUS,OH,43213
25115,2022000686,4/29/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2341 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000685,4/29/2022,2022,733,Smoke detector activation due to malfunction,2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Blacklick,OH,43004
25115,2022000684,4/29/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,785 HAWKS CREST Lane,Blacklick,OH,43004
25115,2022000683,4/29/2022,2022,324,Motor vehicle accident with no injuries.,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",JEFFERSON TWP / REYNOLDSBURG-NEW ALBANY Road and JEFFERSON TWP / REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43054
25115,2022000682,4/29/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,368 CHILTON Place,Gahanna,OH,43230
25115,2022000681,4/28/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,904 TAYLOR STATION Road,Gahanna,OH,43230
25115,2022000680,4/28/2022,2022,311,"Medical assist, assist EMS crew",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8612 GREYLAG Street,Blacklick,OH,43004
25115,2022000679,4/28/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7454 SPANISH BAY Court,Blacklick,OH,43004
25115,2022000678,4/27/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2117 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000677,4/27/2022,2022,322,Motor vehicle accident with injuries,4,Automatic aid given,9 - Outside or Special Property,960,"Street, other",COLUMBUS / BANNOCKBURN Boulevard and BANNOCKBURN,COLUMBUS,OH,43004
25115,2022000676,4/27/2022,2022,424,Carbon monoxide incident,,None,4 - Residential,419,1 or 2 family dwelling,2510 KEMPERWOOD Drive,Blacklick,OH,43004
25115,2022000675,4/27/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,1 - Assembly,161,Restaurant or cafeteria,6951 East BROAD Street,Reynoldsburg,OH,43068
25115,2022000674,4/27/2022,2022,444,Power line down,,None,9 - Outside or Special Property,931,Open land or field,5540 CLARK STATE Road,Gahanna,OH,43230
25115,2022000673,4/27/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,9200 SMITHS MILL Road North,New Albany,OH,43054
25115,2022000672,4/26/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,951 TAYLOR STATION Road,Gahanna,OH,43230
25115,2022000671,4/26/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,253 PINEY CREEK Drive,Blacklick,OH,43004
25115,2022000670,4/26/2022,2022,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,7811 CHICROY Street,Blacklick,OH,43004
25115,2022000669,4/26/2022,2022,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,2510 KEMPERWOOD Drive,Blacklick,OH,43004
25115,2022000668,4/26/2022,2022,733,Smoke detector activation due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,8310 Skelton  Court,Blacklick,OH,43004
25115,2022000667,4/26/2022,2022,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",JEFFERSON TWP / WAGGONER Road North and JEFFERSON TWP / N WAGGONER RD,JEFFERSON TWP,OH,43004
25115,2022000666,4/25/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7907 BLACKLICK VIEW Drive,Blacklick,OH,43004
25115,2022000665,4/25/2022,2022,6711,Odor of gas - nothing found,,None,4 - Residential,419,1 or 2 family dwelling,1354 ELKHORN Drive,Blacklick,OH,43004
25115,2022000664,4/25/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,600 MORRISON Road,Gahanna,OH,43230
25115,2022000663,4/25/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,Broad  Street and PATASKALA / TAYLOR RD SW,PATASKALA,OH,43062
25115,2022000662,4/25/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,624 ACONITE Court,Blacklick,OH,43004
25115,2022000661,4/25/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,730 CLOTTS Road,Gahanna,OH,43230
25115,2022000660,4/25/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8025 GRANT PARK Avenue,Blacklick,OH,43004
25115,2022000659,4/25/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000658,4/25/2022,2022,611,Dispatched and cancelled en route,,None,,,,1888 SURREY Road,Blacklick,OH,43004
25115,2022000657,4/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7634 HUTTON Street,Blacklick,OH,43004
25115,2022000656,4/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8346 KENNEDY Road,Blacklick,OH,43004
25115,2022000655,4/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7894 PRAIRIE WILLOW Drive,Blacklick,OH,43004
25115,2022000654,4/24/2022,2022,744,"Detector activation, no fire - unintentional",4,Automatic aid given,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",935 TAYLOR STATION Road,Gahanna,OH,43230
25115,2022000653,4/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000652,4/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2905 CORDELLA Street,Blacklick,OH,43004
25115,2022000651,4/24/2022,2022,151,"Outside rubbish, trash or waste fire",2,Automatic aid received,9 - Outside or Special Property,931,Open land or field,7285 CLARK STATE Road,Blacklick,OH,43004
25115,2022000650,4/24/2022,2022,411,Gasoline or other flammable liquid spill,,None,4 - Residential,419,1 or 2 family dwelling,3551 BABBITT Road,New Albany,OH,43054
25115,2022000649,4/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7699 MORSE Road,New Albany,OH,43054
25115,2022000648,4/23/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1762 HARRISON POND Drive,New Albany,OH,43054
25115,2022000647,4/23/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000646,4/23/2022,2022,3211,Medical Alarm - Accidental False,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,244 KINGSMEADOW Lane,Blacklick,OH,43004
25115,2022000645,4/22/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,3583 PAMELA Drive,Gahanna,OH,43230
25115,2022000644,4/22/2022,2022,412,Gas leak (natural gas or LPG),4,Automatic aid given,,,,1034 SUGAR HILL Place,Gahanna,OH,43230
25115,2022000643,4/22/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7118 ASHCROFT Drive,Blacklick,OH,43004
25115,2022000642,4/22/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,950 TAYLOR STATION Road,Gahanna,OH,43230
25115,2022000641,4/22/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1016 TURCOTTE Drive,Gahanna,OH,43230
25115,2022000640,4/22/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Blacklick,OH,43004
25115,2022000639,4/21/2022,2022,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",RNA and Havens corners  and JEFFERSON TWP / HAVENS CORNERS RD,JEFFERSON TWP,OH,43004
25115,2022000638,4/21/2022,2022,653,"Smoke from barbecue, tar kettle",,None,4 - Residential,419,1 or 2 family dwelling,7833 ASTRA Circle,Reynoldsburg,OH,43068
25115,2022000637,4/21/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7531 SCHNEIDER Way,Blacklick,OH,43004
25115,2022000636,4/21/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,"5 - Mercantile, Business",599,Business office,841 TAYLOR STATION Road,Gahanna,OH,43230
25115,2022000635,4/21/2022,2022,745,"Alarm system activation, no fire - unintentional",,None,8 - Storage,819,"Livestock, poultry storage",3600 KITZMILLER Road,New Albany,OH,43054
25115,2022000634,4/21/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,2 - Educational,213,"Elementary school, including kindergarten",261 HELMBRIGHT Drive,Gahanna,OH,43230
25115,2022000633,4/21/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000632,4/20/2022,2022,741,"Sprinkler activation, no fire - unintentional",4,Automatic aid given,,,,1125 GAHANNA Parkway,Gahanna,OH,43230
25115,2022000631,4/20/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,821 BLACK GOLD Avenue,Gahanna,OH,43230
25115,2022000630,4/20/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000629,4/20/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1114 GOLDEN WILLOW Place,Blacklick,OH,43004
25115,2022000628,4/20/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,2 - Educational,213,"Elementary school, including kindergarten",1490 CLIMBING FIG Drive,Blacklick,OH,43004
25115,2022000627,4/20/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000626,4/19/2022,2022,611,Dispatched and cancelled en route,,None,,,,7921 ASPEN RIDGE Drive,Blacklick,OH,43004
25115,2022000625,4/19/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000624,4/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7893 HEADWATER Drive,Blacklick,OH,43004
25115,2022000623,4/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2022000622,4/18/2022,2022,733,Smoke detector activation due to malfunction,2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000621,4/18/2022,2022,5532,CP - Initial Visit,,None,4 - Residential,419,1 or 2 family dwelling,7811 CHICROY Street,Blacklick,OH,43004
25115,2022000620,4/18/2022,2022,5532,CP - Initial Visit,,None,4 - Residential,419,1 or 2 family dwelling,5750 CLARK STATE Road,Gahanna,OH,43230
25115,2022000619,4/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,706 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000618,4/18/2022,2022,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",7501 ASHLEY MEADOW Drive,Blacklick,OH,43004
25115,2022000617,4/18/2022,2022,745,"Alarm system activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,8603 PADDOCK Trail,Blacklick,OH,43004
25115,2022000616,4/17/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000615,4/17/2022,2022,611,Dispatched and cancelled en route,,None,,,,8206 RED OAK Drive,Blacklick,OH,43004
25115,2022000614,4/17/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1026 POPPY HILLS Drive,Blacklick,OH,43004
25115,2022000613,4/17/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000612,4/17/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,12164 BROAD Street Southwest,Pataskala,OH,43062
25115,2022000611,4/17/2022,2022,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,8317 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2022000610,4/16/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,5750 CLARK STATE Road,Gahanna,OH,43230
25115,2022000609,4/16/2022,2022,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Clark State  Road and JEFFERSON TWP / CLARK STATE RD,JEFFERSON TWP,OH,43004
25115,2022000608,4/16/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2173 HAVENS Court East,Blacklick,OH,43004
25115,2022000607,4/16/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,163 ARBORS Circle,Gahanna,OH,43230
25115,2022000606,4/16/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1830 UNBRIDLED Way,Blacklick,OH,43004
25115,2022000605,4/16/2022,2022,745,"Alarm system activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,7948 CREEK HOLLOW Road,Blacklick,OH,43004
25115,2022000604,4/16/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,2655 STONEWYCK Drive,Blacklick,OH,43004
25115,2022000603,4/15/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,6258 BROOKSONG Circle,Blacklick,OH,43004
25115,2022000602,4/15/2022,2022,743,"Smoke detector activation, no fire - unintentional",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,6995 HAVENS Road,Blacklick,OH,43004
25115,2022000601,4/15/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,748 TAYLOR Road,Gahanna,OH,43230
25115,2022000600,4/15/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7811 CHICROY Street,Blacklick,OH,43004
25115,2022000599,4/15/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,695 TAYLOR Road,Gahanna,OH,43230
25115,2022000598,4/15/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2117 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000597,4/14/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,2655 STONEWYCK Drive,Blacklick,OH,43004
25115,2022000596,4/14/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,515 WATERBURY Boulevard,Gahanna,OH,43230
25115,2022000595,4/14/2022,2022,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,2510 KEMPERWOOD Drive,Blacklick,OH,43004
25115,2022000594,4/14/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7955 HAVENS Road,Blacklick,OH,43004
25115,2022000593,4/14/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2725 CORDELLA Street,Blacklick,OH,43004
25115,2022000592,4/14/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG Court,Blacklick,OH,43004
25115,2022000591,4/13/2022,2022,554,Assist invalid,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,25 WICKFIELD Road,Blacklick,OH,43004
25115,2022000590,4/13/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,785 HAWKS CREST Lane,Blacklick,OH,43004
25115,2022000589,4/13/2022,2022,611,Dispatched and cancelled en route,2,Automatic aid received,,,,700 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004
25115,2022000588,4/13/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8094 RAMEYS CROSSING Drive,Blacklick,OH,43004
25115,2022000587,4/13/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,25 WICKFIELD Road,Blacklick,OH,43004
25115,2022000586,4/13/2022,2022,746,"Carbon monoxide detector activation, no CO",,None,4 - Residential,419,1 or 2 family dwelling,2889 SANDYCOMBE Drive,New Albany,OH,43054
25115,2022000585,4/13/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,8105 ROYAL ELM Drive,Blacklick,OH,43004
25115,2022000584,4/12/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,785 HAWKS CREST Lane,Blacklick,OH,43004
25115,2022000583,4/12/2022,2022,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,963,Street or road in commercial area,7469 MORSE Road,New Albany,OH,43054
25115,2022000582,4/12/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2173 HAVENS Court East,Blacklick,OH,43004
25115,2022000581,4/12/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3110 GREY FOX Drive,Gahanna,OH,43230
25115,2022000580,4/12/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,8366 PINEY Orchard,Blacklick,OH,43004
25115,2022000579,4/12/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1090 BEECHER CROSSING,Gahanna,OH,43230
25115,2022000578,4/12/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,1994 HAVENSWOOD Place,Blacklick,OH,43004
25115,2022000577,4/11/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6315 CLARK STATE Road,Blacklick,OH,43004
25115,2022000576,4/11/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1075 BEECHER CROSSING North,Gahanna,OH,43230
25115,2022000575,4/10/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,349 OLDE RIDENOUR Road,Gahanna,OH,43230
25115,2022000574,4/10/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,8222 RED OAK Drive,Blacklick,OH,43004
25115,2022000573,4/10/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,14870 HAVENS CORNERS Road Southwest,Pataskala,OH,43062
25115,2022000572,4/9/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,755 CROSS POINTE Road,Gahanna,OH,43230
25115,2022000571,4/9/2022,2022,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,8603 PADDOCK Trail,Blacklick,OH,43004
25115,2022000570,4/9/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8487 SANDYCOMBE Drive,New Albany,OH,43054
25115,2022000569,4/9/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000568,4/9/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8568 GREYLAG Court,Blacklick,OH,43004
25115,2022000567,4/8/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8403 ALMOND PARK Drive,Blacklick,OH,43004
25115,2022000566,4/8/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7811 CHICROY Street,Blacklick,OH,43004
25115,2022000565,4/8/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7468 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2022000564,4/8/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1637 MINTURN Drive,New Albany,OH,43054
25115,2022000563,4/7/2022,2022,715,"Local alarm system, malicious false alarm",,None,4 - Residential,419,1 or 2 family dwelling,7758 LUPINE Drive,Blacklick,OH,43004
25115,2022000562,4/7/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7334 JEFFERSON MEADOWS Drive,Blacklick,OH,43004
25115,2022000561,4/7/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7919 CHAMPAIGN Drive,Blacklick,OH,43004
25115,2022000560,4/6/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8069 BOWFIN Road,Blacklick,OH,43004
