agency_fdid,basic_incident_number_(fd1),basic_incident_date_original_(fd1.3),basic_incident_year_(fd1.3),basic_incident_type_code_(fd1.21),basic_incident_type_(fd1.21),basic_aid_given_or_received_code_(fd1.22),basic_aid_given_or_received_(fd1.22),basic_property_use_category_(fd1.46),basic_property_use_code_(fd1.46),basic_property_use_(fd1.46),basic_incident_city_name_(fd1.16),basic_incident_state_(fd1.18),basic_incident_postal_code_(fd1.19)
25115,0002436,12/26/2019,2019.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002436,12/19/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002435,12/26/2019,2019.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,0002435,12/19/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",Gahanna,OH,43230
25115,0002434,12/26/2019,2019.0,735.0,Alarm system sounded due to malfunction,2.0,Automatic aid received,1 - Assembly,142,Clubhouse,JEFFERSON TWP,OH,43230
25115,0002434,12/19/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002433,12/25/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002433,12/19/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,0002432,12/25/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002432,12/19/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002431,12/25/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002431,12/18/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002430,12/25/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002430,12/18/2018,2018.0,442.0,Overheated motor,4.0,Automatic aid given,2 - Educational,215,High school/junior high school/middle school,Gahanna,OH,43230
25115,0002429,12/24/2019,2019.0,324.0,Motor vehicle accident with no injuries.,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,0002429,12/18/2018,2018.0,111.0,Building fire,4.0,Automatic aid given,8 - Storage,899,Residential or self-storage units,COLUMBUS,OH,43068
25115,0002428,12/24/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,131,"Church, mosque, synagogue, temple, chapel",Reynoldsburg,OH,43068
25115,0002428,12/18/2018,2018.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002427,12/24/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002427,12/17/2018,2018.0,522.0,Water or steam leak,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",JEFFERSON TWP,OH,43054
25115,0002426,12/24/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002426,12/17/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002425,12/24/2019,2019.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002425,12/17/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",321,Mental retardation/development disability facility,Gahanna,OH,43230
25115,0002424,12/23/2019,2019.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43054
25115,0002424,12/17/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002423,12/23/2019,2019.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002423,12/17/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002422,12/23/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,931,Open land or field,JEFFERSON TWP,OH,43004
25115,0002422,12/16/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002421,12/23/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",Gahanna,OH,43230
25115,0002421,12/16/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,0002420,12/23/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002420,12/16/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002419,12/23/2019,2019.0,651.0,"Smoke scare, odor of smoke",,,9 - Outside or Special Property,961,Highway or divided highway,Blacklick,OH,43004
25115,0002419,12/16/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002418,12/23/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43230
25115,0002418,12/15/2018,2018.0,324.0,Motor vehicle accident with no injuries.,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",JEFFERSON TWP,OH,43054
25115,0002417,12/23/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002417,12/15/2018,2018.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Reynoldsburg,OH,43068
25115,0002416,12/23/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002416,12/15/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002415,12/22/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002415,12/15/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002414,12/22/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002414,12/15/2018,2018.0,324.0,Motor vehicle accident with no injuries.,4.0,Automatic aid given,9 - Outside or Special Property,961,Highway or divided highway,Franklin County,OH,43054
25115,0002413,12/22/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43068
25115,0002413,12/15/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,GAHANNA,OH,43054
25115,0002412,12/22/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,ETNA TWP,OH,43062
25115,0002412,12/15/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,0002411,12/22/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,0002411,12/15/2018,2018.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43230
25115,0002410,12/22/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",5.0,Other aid given (no response from AHJ),4 - Residential,429,Multifamily dwelling,COLUMBUS,OH,43004
25115,0002410,12/14/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002409,12/21/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,0002409,12/14/2018,2018.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002408,12/21/2019,2019.0,522.0,Water or steam leak,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002408,12/14/2018,2018.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002407,12/21/2019,2019.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43054
25115,0002407,12/14/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002406,12/21/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002406,12/14/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002405,12/21/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002405,12/14/2018,2018.0,311.0,"Medical assist, assist EMS crew",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Pataskala,OH,43062
25115,0002404,12/21/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002404,12/14/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,0002403,12/21/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002403,12/14/2018,2018.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002402,12/21/2019,2019.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002402,12/13/2018,2018.0,522.0,Water or steam leak,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002401,12/21/2019,2019.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43054
25115,0002401,12/13/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002400,12/20/2019,2019.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43054
25115,0002400,12/13/2018,2018.0,743.0,"Smoke detector activation, no fire - unintentional",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Reynoldsburg,OH,43068
25115,0002399,12/20/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,JEFFERSON TWP,OH,43004
25115,0002399,12/13/2018,2018.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002398,12/20/2019,2019.0,611.0,Dispatched and cancelled en route,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002398,12/13/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002397,12/20/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002397,12/13/2018,2018.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",JEFFERSON TWP,OH,43004
25115,0002396,12/20/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002396,12/13/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002395,12/20/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002395,12/13/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Columbus,OH,43230
25115,0002394,12/20/2019,2019.0,651.0,"Smoke scare, odor of smoke",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,COLUMBUS,OH,43004
25115,0002394,12/13/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",539,"Household goods, sales, repairs",Reynoldsburg,OH,43068
25115,0002393,12/19/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002393,12/12/2018,2018.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,0002392,12/19/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002392,12/12/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002391,12/19/2019,2019.0,671.0,HazMat release investigation w/no HazMat,2.0,Automatic aid received,9 - Outside or Special Property,983,"Pipeline, power line or other utility right-of-way",Blacklick,OH,43004
25115,0002391,12/12/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002390,12/19/2019,2019.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",Gahanna,OH,43230
25115,0002390,12/12/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,8 - Storage,891,Warehouse,Gahanna,OH,43230
25115,0002389,12/19/2019,2019.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002389,12/12/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002388,12/19/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002388,12/11/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002387,12/19/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,COLUMBUS,OH,43004
25115,0002387,12/11/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002386,12/18/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0002386,12/11/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,JEFFERSON TWP,OH,43004
25115,0002385,12/18/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002385,12/11/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002384,12/18/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43068
25115,0002384,12/11/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002383,12/18/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002383,12/11/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Columbus,OH,43004
25115,0002382,12/18/2019,2019.0,311.0,"Medical assist, assist EMS crew",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,COLUMBUS,OH,43004
25115,0002382,12/11/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002381,12/18/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,COLUMBUS,OH,43004
25115,0002381,12/10/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,0002380,12/18/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002380,12/10/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002379,12/18/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",Reynoldsburg,OH,43068
25115,0002379,12/10/2018,2018.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,Reynoldsburg,OH,43068
25115,0002378,12/17/2019,2019.0,311.0,"Medical assist, assist EMS crew",,,9 - Outside or Special Property,963,Street or road in commercial area,Reynoldsburg,OH,43068
25115,0002378,12/10/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002377,12/17/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002377,12/10/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002376,12/17/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002376,12/10/2018,2018.0,442.0,Overheated motor,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,0002375,12/17/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002375,12/10/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,REYNOLDSBURG,OH,43232
25115,0002374,12/17/2019,2019.0,311.0,"Medical assist, assist EMS crew",4.0,Automatic aid given,,,,COLUMBUS,OH,43068
25115,0002374,12/10/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002373,12/17/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",Reynoldsburg,OH,43068
25115,0002373,12/09/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Reynoldsburg,OH,43068
25115,0002372,12/17/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,New Albany,OH,43054
25115,0002372,12/09/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002371,12/17/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002371,12/09/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Reynoldsburg,OH,43068
25115,0002370,12/16/2019,2019.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,0002370,12/09/2018,2018.0,111.0,Building fire,4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,Reynoldsburg,OH,43068
25115,0002369,12/16/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43230
25115,0002369,12/08/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,9 - Outside or Special Property,963,Street or road in commercial area,COLUMBUS,OH,43004
25115,0002368,12/15/2019,2019.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Reynoldsburg,OH,43068
25115,0002368,12/08/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,0002367,12/15/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002367,12/09/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002366,12/14/2019,2019.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,961,Highway or divided highway,Reynoldsburg,OH,43068
25115,0002366,12/09/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,0002365,12/14/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,0002365,12/09/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",3.0,Mutual aid given,,,,Columbus,OH,43004
25115,0002364,12/14/2019,2019.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002364,12/09/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002363,12/14/2019,2019.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,961,Highway or divided highway,Blacklick,OH,43004
25115,0002363,12/09/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",JEFFERSON TWP,OH,43004
25115,0002362,12/14/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002362,12/08/2018,2018.0,622.0,No incident found on arrival at dispatch address,4.0,Automatic aid given,9 - Outside or Special Property,962,"Residential street, road or residential driveway",COLUMBUS,OH,43004
25115,0002361,12/14/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,Columbus,OH,43213
25115,0002361,12/08/2018,2018.0,131.0,Passenger vehicle fire,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,COLUMBUS,OH,43004
25115,0002360,12/14/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,1 - Assembly,161,Restaurant or cafeteria,Gahanna,OH,43230
25115,0002360,12/08/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002359,12/14/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,COLUMBUS,OH,43004
25115,0002359,12/08/2018,2018.0,424.0,Carbon monoxide incident,,,4 - Residential,419,1 or 2 family dwelling,Reynoldsburg,OH,43068
25115,0002358,12/14/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002358,12/08/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0002357,12/13/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",JEFFERSON TWP,OH,43004
25115,0002357,12/08/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43068
25115,0002356,12/13/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,COLUMBUS,OH,43004
25115,0002356,12/08/2018,2018.0,131.0,Passenger vehicle fire,,,9 - Outside or Special Property,965,Vehicle parking area,Blacklick,OH,43004
25115,0002355,12/13/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,"5 - Mercantile, Business",599,Business office,Gahanna,OH,43230
25115,0002355,12/08/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002354,12/13/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002354,12/08/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Reynoldsburg,OH,43068
25115,0002353,12/13/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,0002353,12/07/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002352,12/13/2019,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,JEFFERSON TWP,OH,43004
25115,0002352,12/07/2018,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,MIFFLIN TWP,OH,43219
25115,0002351,12/12/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,0002351,12/07/2018,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,0002350,12/12/2019,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Pataskala,OH,43062
